
*** Voronoi Diagram Neighbours k = 751 ***
Seed	Neighbours
N751(598)	{ 459 599 274 319 672 569 252 }
N751(599)	{ 274 598 252 638 175 319 }
N751(600)	{ 302 601 705 301 690 }
N751(601)	{ 603 302 602 600 704 528 690 }
N751(602)	{ 601 603 671 528 605 }
N751(603)	{ 601 605 602 610 302 604 }
N751(604)	{ 605 376 610 608 603 }
N751(605)	{ 604 603 606 376 671 602 303 }
N751(606)	{ 605 640 376 670 303 196 }
N751(607)	{ 608 640 376 678 196 375 }
N751(608)	{ 376 607 375 610 410 604 }
N751(609)	{ 302 301 563 611 410 411 }
N751(610)	{ 410 608 302 604 603 }
N751(611)	{ 375 446 410 411 609 }
N751(612)	{ 490 414 636 487 637 163 413 }
N751(613)	{ 153 443 150 715 444 40 }
N751(614)	{ 444 351 652 3 352 }
N751(615)	{ 112 55 512 616 513 111 }
N751(616)	{ 513 440 615 703 111 437 }
N751(617)	{ 621 548 547 658 23 618 }
N751(618)	{ 548 619 658 617 657 }
N751(619)	{ 623 548 657 618 14 }
N751(620)	{ 621 548 627 622 346 }
N751(621)	{ 620 346 548 546 547 617 }
N751(622)	{ 548 627 620 549 }
N751(623)	{ 619 548 14 625 549 624 }
N751(624)	{ 625 623 59 697 506 14 }
N751(625)	{ 95 623 624 59 626 549 58 }
N751(626)	{ 625 58 627 549 550 }
N751(627)	{ 622 620 549 346 550 626 }
N751(628)	{ 418 566 327 542 692 543 422 }
N751(629)	{ 630 680 573 730 572 456 }
N751(630)	{ 629 474 455 456 631 573 473 }
N751(631)	{ 630 473 632 573 472 }
N751(632)	{ 631 680 573 681 472 679 }
N751(633)	{ 240 243 321 740 4 634 }
N751(634)	{ 321 726 535 740 469 633 }
N751(635)	{ 138 84 46 362 26 }
N751(636)	{ 163 249 612 250 488 487 }
N751(637)	{ 612 534 413 672 163 252 }
N751(638)	{ 599 321 319 639 175 240 }
N751(639)	{ 340 98 175 240 638 }
N751(640)	{ 607 196 376 606 }
N751(641)	{ 171 262 172 270 190 174 }
N751(642)	{ 271 192 338 175 340 }
N751(643)	{ 488 250 60 644 328 329 }
N751(644)	{ 643 329 645 390 328 }
N751(645)	{ 390 644 646 328 597 }
N751(646)	{ 391 328 645 597 693 330 489 }
N751(647)	{ 358 477 650 480 359 }
N751(648)	{ 585 362 361 651 26 650 }
N751(649)	{ 361 585 360 83 717 359 355 }
N751(650)	{ 647 480 359 361 651 157 648 }
N751(651)	{ 156 26 157 648 650 }
N751(652)	{ 614 352 653 3 658 404 23 }
N751(653)	{ 3 652 654 405 404 }
N751(654)	{ 405 281 653 655 403 404 }
N751(655)	{ 654 403 22 656 658 404 657 }
N751(656)	{ 657 655 22 710 706 14 }
N751(657)	{ 619 14 656 658 655 618 }
N751(658)	{ 404 652 655 23 617 618 657 }
N751(659)	{ 564 300 559 565 660 407 560 }
N751(660)	{ 659 560 661 407 561 }
N751(661)	{ 407 660 665 561 664 562 }
N751(662)	{ 495 494 665 561 689 408 663 }
N751(663)	{ 494 538 247 662 704 682 689 }
N751(664)	{ 665 661 562 408 705 301 409 }
N751(665)	{ 661 561 562 662 408 664 }
N751(666)	{ 241 417 726 535 416 }
N751(667)	{ 668 671 527 685 197 528 }
N751(668)	{ 667 669 527 684 197 526 }
N751(669)	{ 668 526 670 527 7 }
N751(670)	{ 669 7 606 196 671 527 303 }
N751(671)	{ 527 667 670 528 602 605 303 }
N751(672)	{ 569 163 598 637 252 }
N751(673)	{ 347 348 674 586 677 591 57 }
N751(674)	{ 587 58 586 673 675 94 591 }
N751(675)	{ 590 94 591 674 }
N751(676)	{ 590 589 255 677 591 254 }
N751(677)	{ 591 673 676 57 253 254 }
N751(678)	{ 196 446 607 375 }
N751(679)	{ 571 680 572 681 632 575 }
N751(680)	{ 632 573 679 629 572 }
N751(681)	{ 472 632 574 679 575 476 }
N751(682)	{ 247 683 537 197 704 685 663 }
N751(683)	{ 682 525 537 684 197 526 }
N751(684)	{ 668 197 526 683 }
N751(685)	{ 197 667 704 528 682 }
N751(686)	{ 391 322 242 701 323 700 }
N751(687)	{ 216 386 688 387 220 }
N751(688)	{ 258 398 221 387 687 220 }
N751(689)	{ 408 662 409 704 663 690 }
N751(690)	{ 704 601 689 705 409 600 }
N751(691)	{ 326 492 421 692 496 422 }
N751(692)	{ 543 160 628 496 691 422 }
N751(693)	{ 646 490 489 747 415 330 }
N751(694)	{ 707 708 710 706 709 }
N751(695)	{ 508 497 428 708 707 507 }
N751(696)	{ 581 582 506 709 507 697 }
N751(697)	{ 506 624 696 710 709 14 }
N751(698)	{ 529 209 208 699 49 533 }
N751(699)	{ 49 207 698 305 306 533 }
N751(700)	{ 242 251 686 732 701 196 }
N751(701)	{ 686 323 732 721 700 }
N751(702)	{ 293 466 292 453 230 557 }
N751(703)	{ 111 110 616 70 437 }
N751(704)	{ 528 685 601 682 663 689 690 }
N751(705)	{ 664 301 409 600 690 }
N751(706)	{ 22 430 707 429 710 694 656 }
N751(707)	{ 428 429 706 708 694 695 }
N751(708)	{ 707 695 709 694 507 }
N751(709)	{ 708 507 696 710 694 697 }
N751(710)	{ 694 706 709 656 14 697 }
N751(711)	{ 87 143 238 92 144 142 }
N751(712)	{ 18 206 713 93 441 }
N751(713)	{ 145 712 441 749 93 146 583 }
N751(714)	{ 350 36 715 433 40 }
N751(715)	{ 434 351 433 444 613 40 714 }
N751(716)	{ 204 735 29 736 381 205 }
N751(717)	{ 359 355 649 718 48 477 }
N751(718)	{ 48 356 717 478 358 477 }
N751(719)	{ 210 530 529 720 531 244 }
N751(720)	{ 307 531 324 719 244 325 }
N751(721)	{ 323 701 741 469 732 }
N751(722)	{ 741 732 742 731 }
N751(723)	{ 308 211 545 306 305 309 }
N751(724)	{ 118 56 463 388 389 }
N751(725)	{ 747 415 748 416 470 }
N751(726)	{ 634 535 666 748 416 469 }
N751(727)	{ 442 147 406 33 149 148 72 }
N751(728)	{ 467 464 730 120 452 }
N751(729)	{ 231 454 455 730 452 456 }
N751(730)	{ 728 120 452 572 629 456 729 }
N751(731)	{ 741 740 742 4 722 }
N751(732)	{ 701 700 196 741 721 722 }
N751(733)	{ 735 29 206 745 734 18 }
N751(734)	{ 29 744 378 745 202 733 }
N751(735)	{ 716 29 205 733 206 }
N751(736)	{ 381 263 716 179 568 104 205 }
N751(737)	{ 230 231 552 739 454 555 }
N751(738)	{ 366 555 556 554 553 113 }
N751(739)	{ 454 455 737 11 554 555 }
N751(740)	{ 4 634 633 741 469 731 }
N751(741)	{ 469 740 721 731 722 732 }
N751(742)	{ 4 243 731 173 97 722 }
N751(743)	{ 524 523 450 745 202 18 }
N751(744)	{ 734 378 202 483 449 203 }
N751(745)	{ 202 743 734 18 733 }
N751(746)	{ 284 277 285 70 110 }
N751(747)	{ 725 415 470 693 330 322 }
N751(748)	{ 725 416 470 726 469 }
N751(749)	{ 53 713 146 583 93 751 438 750 }
N751(750)	{ 93 30 751 749 439 }
N751(751)	{ 440 54 514 438 749 750 439 }
