
***             Voronoi Diagram k = 7175         ***
index	sx	sy	ls	mi
     1365	    541	    681	         4	      17.5
     1366	    532	    683	      3.61	        25
     1367	    529	    678	      2.24	        10
     1368	    534	    672	      3.74	      76.5
     1369	    540	    676	      3.16	       122
     1370	    510	    664	      3.16	      88.5
     1371	    500	    657	         4	        95
     1372	    505	    656	         4	       150
     1373	    508	    659	      3.46	       144
     1374	    506	    643	         5	        82
     1375	    503	    652	      4.69	       134
     1376	    498	    654	      4.36	       150
     1377	    497	    647	         4	        59
     1378	    502	    641	      4.36	       106
     1379	    401	    493	         8	        19
     1380	    403	    483	         9	        19
     1381	    355	    529	      4.69	       110
     1382	    352	    535	      2.24	       113
     1383	    345	    535	      3.61	        84
     1384	    347	    524	         3	       105
     1385	    350	    525	      3.32	        97
     1386	    377	    503	      8.54	        49
     1387	    367	    516	      4.36	       116
     1388	    361	    513	         5	        81
     1389	    359	    505	       5.2	        64
     1390	    371	    499	      8.31	        55
     1391	    341	    525	      3.16	        47
     1392	    340	    534	      3.46	      78.5
     1393	    328	    533	         4	      94.5
     1394	    329	    529	         4	      81.5
     1395	    338	    523	      3.16	      67.5
     1396	    336	    501	      3.46	      61.5
     1397	    328	    507	      3.74	        13
     1398	    325	    499	      5.39	        19
     1399	    332	    496	      3.16	      14.5
     1400	    330	    491	      4.47	      73.5
     1401	    324	    494	      5.48	      68.5
     1402	    395	    457	         4	       3.5
     1403	    381	    467	      8.94	        19
     1404	    380	    450	      3.61	        80
     1405	    388	    452	      3.32	        80
     1406	    375	    622	      34.1	        19
     1407	    378	    579	       4.9	        18
     1408	    339	    541	      2.83	         2
     1409	    338	    551	      3.61	        74
     1410	    335	    551	      3.74	        96
     1411	    328	    544	       4.8	        60
     1412	    328	    539	      3.32	        39
     1413	    337	    557	      2.65	        59
     1414	    316	    620	      37.8	        19
     1415	    284	    631	      59.4	        19
     1416	    335	    555	         3	        61
     1417	    315	    538	      7.35	        20
     1418	    380	    563	      5.83	       122
     1419	    376	    571	      3.16	       109
     1420	    367	    576	      3.46	        41
     1421	    364	    565	      3.46	       150
     1422	    367	    562	       4.8	       150
     1423	    373	    561	      5.66	       150
     1424	    364	    577	         4	        62
     1425	    341	    619	      34.6	        19
     1426	    348	    583	      12.9	        19
     1427	    354	    569	      4.24	        70
     1428	    360	    567	         3	        90
     1429	    349	    566	      2.83	        44
     1430	    343	    580	      9.22	        19
     1431	    335	    584	      17.9	        19
     1432	    341	    558	      2.83	        54
     1433	    345	    558	      2.83	        75
     1434	    352	    543	      3.61	        24
     1435	    351	    548	      3.74	       145
     1436	    346	    551	      2.45	       150
     1437	    343	    550	         3	        87
     1438	    344	    539	      3.46	      75.5
     1439	    369	    551	      3.16	       150
     1440	    364	    553	      3.32	       150
     1441	    355	    548	      2.83	       122
     1442	    357	    543	      3.87	         3
     1443	    370	    543	      4.69	       110
     1444	    493	    660	      3.74	      43.5
     1445	    475	    642	      3.87	        50
     1446	    452	    646	      14.5	        19
     1447	    492	    654	      3.61	       150
     1448	    482	    660	        10	        19
     1449	    481	    649	         3	        98
     1450	    483	    644	      3.32	        80
     1451	    491	    649	         3	       150
     1452	    163	    470	         7	        19
     1453	    152	    444	      4.47	        17
     1454	    151	    461	      4.69	        75
     1455	    135	    451	      8.37	        82
     1456	    142	    447	      6.56	        85
     1457	    139	    413	         4	        15
     1458	    122	    420	      5.48	      77.5
     1459	    149	    430	      4.58	        82
     1460	    145	    428	      5.48	      77.5
     1461	    148	    414	      5.92	        76
     1462	    151	    420	      7.62	        70
     1463	    163	    396	      11.6	        80
     1464	    145	    407	         5	        81
     1465	    138	    400	      3.46	        80
     1466	    148	    389	      4.36	        80
     1467	    143	    385	      3.87	        16
     1468	    133	    381	      3.74	      14.5
     1469	    138	    379	      4.24	        20
     1470	    129	    374	      4.69	        79
     1471	    114	    385	      7.75	        19
     1472	    123	    369	       4.8	        70
     1473	    126	    358	       6.4	        67
     1474	    119	    357	       4.9	        60
     1475	    121	    346	      3.61	        16
     1476	    124	    342	      5.57	        17
     1477	    117	    414	      4.12	        57
     1478	    114	    410	      4.47	        29
     1479	    114	    424	         7	        66
     1480	    102	    430	      3.74	      19.5
     1481	     96	    417	         5	        18
     1482	    107	    418	      3.61	        69
     1483	    100	    431	      2.83	      23.5
     1484	     97	    432	         3	        16
     1485	     92	    420	      4.69	      18.5
     1486	     92	    434	         3	        93
     1487	     85	    437	      3.74	        20
     1488	     80	    437	      5.83	        19
     1489	     86	    425	      4.24	        19
     1490	     88	    406	         4	      25.5
     1491	     97	    399	      8.31	        19
     1492	     80	    398	      4.69	        76
     1493	     75	    402	      7.28	        72
     1494	     64	    387	      10.8	        71
     1495	     74	    364	       6.4	        24
     1496	     68	    377	      7.94	        73
     1497	     64	    367	      7.81	        79
     1498	    128	    325	      4.69	        82
     1499	    125	    331	         5	        78
     1500	    122	    334	      5.74	        20
     1501	    112	    324	         4	        69
     1502	    115	    314	      7.87	        19
     1503	    128	    321	      4.24	      78.5
     1504	    646	    647	      14.9	        57
     1505	    646	    625	      4.69	        57
     1506	    660	    613	      9.22	        19
     1507	    651	    614	      6.16	        19
     1508	    638	    624	      7.42	        55
     1509	    624	    625	      16.4	      53.5
     1510	    646	    606	      6.48	        19
     1511	    652	    578	       5.2	        21
     1512	    648	    575	      6.32	      17.5
     1513	    631	    565	      12.5	        19
     1514	    714	    639	      7.68	        52
     1515	    709	    653	      13.3	        51
     1516	    698	    653	      13.3	        57
     1517	    697	    641	      8.06	        56
     1518	    703	    626	      9.49	        19
     1519	    615	    706	      5.29	      88.5
     1520	    604	    713	         3	        72
     1521	    599	    708	      3.74	        55
     1522	    605	    702	         5	        94
     1523	    618	    713	      3.32	       150
     1524	    608	    741	      15.2	        19
     1525	    607	    716	      2.24	        61
     1526	    687	    733	      2.83	       147
     1527	    684	    734	      3.46	      18.5
     1528	    674	    714	      7.68	        95
     1529	    683	    709	      12.5	        75
     1530	    530	    704	      4.12	        25
     1531	    587	    707	      3.74	      61.5
     1532	    578	    719	      5.29	        19
     1533	    578	    711	      3.46	        14
     1534	    586	    702	       4.9	        69
     1535	    584	    698	       5.2	        82
     1536	    575	    710	         3	        92
     1537	    568	    705	      3.46	      12.5
     1538	    568	    701	      3.32	        17
     1539	    595	    713	         3	        80
     1540	    586	    722	      6.24	        19
     1541	    578	    725	        10	        19
     1542	    589	    709	      3.87	        57
     1543	    591	    758	      22.6	        19
     1544	    586	    730	      11.2	        19
     1545	    595	    715	      2.45	         7
     1546	    599	    717	         3	        27
     1547	     96	    455	      3.87	       119
     1548	     89	    459	      3.61	        18
     1549	     86	    444	      3.16	        33
     1550	     94	    442	      2.65	        82
     1551	    105	    451	      5.48	       124
     1552	    101	    455	       4.9	       111
     1553	     98	    442	      2.65	        87
     1554	    100	    440	      2.83	      70.5
     1555	    147	    462	      5.66	        73
     1556	    129	    464	      8.19	        82
     1557	    128	    455	       9.9	        81
     1558	    125	    477	      4.47	        18
     1559	    112	    472	         6	        84
     1560	    120	    466	      7.87	        67
     1561	    117	    447	      9.43	        87
     1562	    111	    452	         7	       107
     1563	    104	    442	      4.47	        76
     1564	     82	    457	      3.61	        19
     1565	     70	    441	      8.66	        19
     1566	     81	    445	         4	      57.5
     1567	    742	    763	      9.95	        18
     1568	    715	    764	      10.1	        18
     1569	    713	    748	      7.35	        19
     1570	    717	    743	      4.24	        22
     1571	     45	    153	      12.2	        86
     1572	     34	    160	      7.42	        79
     1573	     40	    143	      11.1	        96
     1574	     36	    195	      20.8	        19
     1575	     39	    412	      3.61	        89
     1576	    421	    394	      5.48	        80
     1577	    422	    401	         4	        29
     1578	    418	    402	      3.46	      30.5
     1579	    762	    735	      3.74	        19
     1580	     27	    395	      5.74	        80
     1581	     26	    392	       4.9	        83
     1582	    693	     60	      4.36	        20
     1583	    691	     58	      4.24	        19
     1584	    547	     86	      3.61	        68
     1585	    544	     88	      3.32	        72
     1586	    542	     86	      3.16	      13.5
     1587	    544	     81	      3.46	       102
     1588	    619	    403	      5.74	        70
     1589	    609	    410	       8.6	        17
     1590	    616	    395	      5.92	        73
     1591	    617	    399	       5.1	      72.5
     1592	    715	    503	         4	        60
     1593	    713	    505	      3.74	      21.5
     1594	    378	    236	      3.74	       112
     1595	    127	    280	      3.46	      96.5
     1596	    125	    277	       4.8	        86
     1597	    232	    336	      2.83	       100
     1598	    233	    333	      4.69	      18.5
     1599	    465	    397	       4.8	        81
     1600	    463	    404	      5.39	        18
     1601	    459	    401	      4.58	        19
     1602	    461	    391	      7.35	      75.5
     1603	    452	    610	      5.57	        58
     1604	    444	    613	      3.74	      18.5
     1605	    442	    606	      5.57	        49
     1606	    448	    606	      5.39	        48
     1607	    392	    491	      6.86	        20
     1608	    328	    558	      3.32	        56
     1609	    323	    555	         3	        49
     1610	    323	    552	      3.32	        59
     1611	    326	    550	      4.36	        68
     1612	    101	    317	      3.74	        69
     1613	     94	    328	      12.8	        19
     1614	     98	    316	      4.58	        20
     1615	     61	    434	      11.5	        19
     1616	     50	    419	      4.12	        20
     1617	     59	    420	       4.9	      18.5
     1618	     34	    368	      6.63	        71
     1619	     13	    356	      5.29	        81
     1620	      2	    353	      2.83	      96.5
     1621	     32	    356	      6.71	        79
     1622	    637	    123	         2	       131
     1623	    631	    126	      4.47	       104
     1624	    629	    117	      6.93	       116
     1625	    504	     58	      4.24	       150
     1626	    500	     69	      8.49	        19
     1627	    497	     60	      3.74	       125
     1628	    494	     56	      5.48	       150
     1629	    500	     54	      5.92	       150
     1630	    178	    295	         3	        85
     1631	    175	    295	         4	      72.5
     1632	    175	    287	      4.36	        67
     1633	    329	    380	      4.24	        54
     1634	    435	    394	         4	      18.5
     1635	    433	    398	      3.16	      20.5
     1636	    428	    396	      4.36	        80
     1637	    429	    390	       5.2	        83
     1638	    322	    469	      17.4	        19
     1639	    333	    465	      14.9	        19
     1640	    185	    457	      20.5	        19
     1641	    158	    454	      4.36	        68
     1642	    175	    419	       5.2	        19
     1643	    114	    350	      3.74	        70
     1644	    111	    353	       4.9	        25
     1645	    107	    351	      5.48	        21
     1646	    107	    348	         3	        77
     1647	    110	    347	      2.65	         3
     1648	    674	    727	      2.65	        64
     1649	    669	    733	      3.46	        17
     1650	    666	    732	         4	      20.5
     1651	    666	    725	      3.16	      97.5
     1652	    671	    722	      3.87	       123
     1653	    676	    110	      3.32	        18
     1654	    671	    111	      3.61	        88
     1655	    665	    109	      4.24	      84.5
     1656	    669	    105	      3.16	       100
     1657	    675	    107	      3.61	        15
     1658	    750	    108	         3	        45
     1659	    747	    111	      3.32	        19
     1660	    746	    107	      3.46	        18
     1661	    744	    104	      4.12	        17
     1662	    749	    103	         3	       141
     1663	    702	     72	      3.32	        81
     1664	    702	     75	      3.32	       141
     1665	    533	     66	      3.32	        67
     1666	    531	     73	      5.74	        19
     1667	    528	     68	         4	        18
     1668	    538	    107	      4.36	        90
     1669	    532	    109	      4.24	      91.5
     1670	    526	    103	      6.93	        20
     1671	    534	    101	      3.61	        17
     1672	    536	    103	         3	        85
     1673	    712	    480	      7.21	        22
     1674	    713	    474	      6.48	        44
     1675	    498	    387	      5.66	      58.5
     1676	    499	    394	      6.32	        18
     1677	    495	    394	      2.83	      10.5
     1678	    494	    385	      6.32	      88.5
     1679	    648	    443	       4.9	        67
     1680	    647	    447	       4.8	        75
     1681	    642	    447	      5.66	        19
     1682	    644	    442	      3.61	        51
     1683	    604	    447	      16.5	        19
     1684	    592	    464	      4.36	        18
     1685	    587	    465	      4.12	        68
     1686	    588	    458	       9.7	        19
     1687	    628	    417	      7.14	        19
     1688	    623	    426	      12.2	        19
     1689	    623	    410	      4.69	      16.5
     1690	    628	    409	      4.47	        56
     1691	    728	    506	      3.87	        19
     1692	    725	    505	         4	      67.5
     1693	    546	    456	      3.32	        45
     1694	    539	    454	      5.83	      41.5
     1695	    627	    582	      11.6	        19
     1696	    621	    596	      8.12	        46
     1697	    618	    572	      14.7	        19
     1698	    465	    429	      2.45	      87.5
     1699	    463	    433	      2.45	      79.5
     1700	    460	    430	      2.65	        73
     1701	    458	    428	         3	        82
     1702	    456	    424	      3.46	      76.5
     1703	    459	    421	      1.41	        70
     1704	    461	    423	      2.45	        16
     1705	    494	    409	      8.25	        19
     1706	    485	    408	      5.39	        19
     1707	    482	    403	      2.45	      61.5
     1708	    778	    542	      14.1	        31
     1709	    779	    532	      5.48	      41.5
     1710	    781	    529	       4.9	      32.5
     1711	    772	    501	      8.89	        48
     1712	    769	    508	      6.86	        19
     1713	    765	    515	      9.22	        19
     1714	    761	    497	        10	        54
     1715	    402	    153	      3.87	        21
     1716	    399	    153	         3	        75
     1717	    398	    149	      3.16	        60
     1718	    401	    147	       4.8	        19
     1719	    406	    148	      7.14	        19
     1720	    353	    181	      4.69	      38.5
     1721	    349	    182	      3.74	      94.5
     1722	    347	    181	      3.61	        82
     1723	    390	    244	      3.61	       141
     1724	    387	    246	      3.16	      77.5
     1725	    388	    240	      3.74	      99.5
     1726	    202	    331	      6.24	        87
     1727	    209	    321	      7.14	        19
     1728	    145	    337	      3.87	        18
     1729	    144	    341	      3.87	        19
     1730	    140	    344	         4	        81
     1731	    138	    342	      3.61	        80
     1732	    141	    334	      3.32	        77
     1733	    146	    259	      7.14	        19
     1734	    145	    269	      6.86	       101
     1735	    141	    264	      5.83	        85
     1736	    155	    254	      7.75	        19
     1737	    158	    265	      7.14	        96
     1738	    152	    260	      5.29	      21.5
     1739	    142	    242	      14.7	        19
     1740	    162	    243	      8.66	        19
     1741	    153	    243	      12.1	        19
     1742	    185	    230	       5.1	      92.5
     1743	    181	    234	         6	      22.5
     1744	    179	    227	       6.4	        19
     1745	    195	    212	      5.92	        92
     1746	    189	    215	      3.16	      27.5
     1747	    186	    211	      4.12	        66
     1748	    191	    209	      4.58	        75
     1749	    227	    392	      15.1	        19
     1750	    205	    387	         7	        63
     1751	    195	    380	      8.25	       106
     1752	    207	    380	      4.47	      96.5
     1753	    228	    348	      3.46	        14
     1754	    225	    351	      4.24	      98.5
     1755	    221	    350	      3.87	       111
     1756	    219	    347	      4.58	       106
     1757	    227	    345	      3.32	        20
     1758	    241	    316	      4.58	       108
     1759	    231	    322	      5.39	        19
     1760	    228	    317	      5.92	        19
     1761	    232	    311	      5.66	        19
     1762	    240	    314	      4.58	       101
     1763	    479	    396	      4.12	        91
     1764	    477	    399	      3.87	        15
     1765	    473	    397	      3.87	        94
     1766	    477	    390	      6.32	        85
     1767	    450	    394	      2.45	      78.5
     1768	    445	    395	         3	        95
     1769	    450	    390	      4.58	        67
     1770	    417	    426	      3.74	        22
     1771	    412	    431	      4.12	        19
     1772	    409	    425	      2.65	        42
     1773	    415	    424	      2.24	        89
     1774	    385	    427	       6.4	        82
     1775	    384	    434	      6.63	        80
     1776	    371	    434	      13.2	        19
     1777	    357	    423	      17.5	        19
     1778	    398	    400	      6.32	        72
     1779	    394	    403	      4.36	        76
     1780	    386	    404	      4.47	      20.5
     1781	    385	    401	      5.39	        19
     1782	    457	    622	      3.16	        72
     1783	    457	    625	      4.12	        15
     1784	    444	    631	      9.11	        19
     1785	    556	    694	      2.45	        89
     1786	    554	    696	      3.32	        14
     1787	    550	    692	      3.46	      58.5
     1788	    552	    689	      3.61	        55
     1789	    515	    696	      3.32	        20
     1790	    504	    709	      15.7	        19
     1791	    504	    695	      5.66	        19
     1792	    515	    693	         3	        17
     1793	    507	    662	      3.32	        59
     1794	    503	    667	       4.9	      17.5
     1795	    502	    662	      3.61	        73
     1796	    503	    659	      3.32	       107
     1797	    352	    532	         3	       150
     1798	    349	    534	      3.16	       134
     1799	    346	    531	      3.32	       106
     1800	    348	    529	      2.24	        69
     1801	    340	    531	         3	        71
     1802	    335	    534	      2.45	        97
     1803	    332	    531	      3.61	        82
     1804	    335	    528	      3.16	        77
     1805	    338	    528	      3.46	       108
     1806	    332	    503	         3	        13
     1807	    327	    502	      4.47	      17.5
     1808	    329	    499	      3.61	        20
     1809	    391	    458	       4.9	        18
     1810	    387	    465	      6.71	        19
     1811	    385	    456	         3	        82
     1812	    390	    455	      3.74	         0
     1813	    339	    544	      2.45	       103
     1814	    336	    547	      3.61	        64
     1815	    332	    545	      3.61	        61
     1816	    334	    543	      2.83	      90.5
     1817	    334	    539	      3.32	        94
     1818	    336	    563	      3.46	        92
     1819	    330	    559	         3	        15
     1820	    334	    559	      3.16	        64
     1821	    346	    562	      2.83	       128
     1822	    345	    566	         3	        69
     1823	    342	    568	      5.48	        14
     1824	    340	    564	      3.46	      82.5
     1825	    346	    548	         3	       150
     1826	    344	    546	         2	       144
     1827	    348	    543	      2.83	      42.5
     1828	    364	    547	      2.83	       116
     1829	    360	    550	      2.83	       150
     1830	    358	    548	         3	        85
     1831	    362	    544	      3.74	      83.5
     1832	    489	    654	         4	      74.5
     1833	    484	    652	      4.69	        38
     1834	    486	    649	         3	        90
     1835	     99	    426	      2.83	        22
     1836	     94	    427	         3	        19
     1837	     96	    422	      4.36	        19
     1838	     76	    396	      5.66	      73.5
     1839	     71	    392	      6.71	        73
     1840	     82	    389	      5.57	        19
     1841	    646	    610	      4.47	      19.5
     1842	    644	    614	      3.74	        15
     1843	    634	    612	      8.83	        51
     1844	    658	    565	      8.54	        52
     1845	    643	    561	        10	        19
     1846	    651	    558	      5.66	        22
     1847	    586	    711	      2.65	        80
     1848	    583	    712	      3.16	      46.5
     1849	    580	    709	      3.46	        21
     1850	    584	    708	      3.46	        75
     1851	    590	    716	      2.45	        94
     1852	    587	    717	         3	        39
     1853	    584	    716	      4.12	        19
     1854	    587	    712	         3	         6
     1855	    591	    713	      3.46	      88.5
     1856	     95	    450	      3.16	       102
     1857	     91	    452	         3	        95
     1858	     88	    452	         3	        96
     1859	     91	    447	      2.65	        14
     1860	    141	    469	      4.69	        57
     1861	    136	    467	       6.4	        66
     1862	    137	    460	      7.75	        81
     1863	     36	    166	      6.86	        79
     1864	     32	    346	      11.1	        20
     1865	      2	    344	      4.69	      18.5
     1866	    693	    515	      7.55	        19
     1867	    690	    520	      6.48	        47
     1868	    336	    386	         4	        19
     1869	    338	    379	         5	        80
     1870	    348	    368	      10.9	        75
     1871	    344	    388	      7.21	        19
     1872	    339	    392	      11.2	        19
     1873	    341	    372	      7.87	        73
     1874	    425	    399	      4.24	        66
     1875	    415	    402	      3.46	      78.5
     1876	    407	    399	      6.78	      72.5
     1877	    196	    446	      19.4	        19
     1878	    168	    429	      3.61	        15
     1879	    168	    428	      3.32	        70
     1880	    189	    434	      13.9	        19
     1881	    683	    596	         4	      20.5
     1882	    681	    587	      6.93	      60.5
     1883	    676	    598	      6.63	        19
     1884	    675	    593	      4.12	        19
     1885	    675	    590	      4.58	        55
     1886	    754	    736	         3	        87
     1887	    746	    744	         5	        19
     1888	    744	    739	         3	        18
     1889	    748	    728	       4.9	       140
     1890	    752	    732	      4.36	        95
     1891	     26	    381	      4.12	         2
     1892	     27	    388	      5.48	        83
     1893	      7	    365	      3.46	      18.5
     1894	    669	    122	      4.24	       106
     1895	    668	    126	         6	      72.5
     1896	    662	    125	      5.57	        91
     1897	    660	    120	       4.8	        84
     1898	    665	    120	      3.87	       103
     1899	    609	    144	      3.74	       110
     1900	    603	    147	         5	        17
     1901	    614	    137	       4.8	        93
     1902	    612	    142	      4.24	      78.5
     1903	    597	    136	      7.87	        19
     1904	    604	    134	      6.08	        19
     1905	    613	    134	      4.47	       106
     1906	    666	     72	      2.83	       107
     1907	    662	     81	         6	      84.5
     1908	    658	     77	         4	      69.5
     1909	    657	     73	      3.16	      66.5
     1910	    664	     66	      2.83	       126
     1911	    685	     64	      3.46	      14.5
     1912	    682	     66	      3.16	      18.5
     1913	    677	     61	         3	       150
     1914	    680	     59	      3.16	       150
     1915	    601	    161	      7.42	        84
     1916	    592	    160	      5.48	        83
     1917	    590	    149	      7.75	        19
     1918	    774	    144	       6.4	        81
     1919	    770	    137	      7.14	       150
     1920	    610	    402	      6.48	        18
     1921	    603	    394	      5.29	      81.5
     1922	    679	    487	      2.45	      35.5
     1923	    677	    491	         4	      13.5
     1924	    672	    491	      3.61	        19
     1925	    674	    487	      2.65	        37
     1926	    671	    487	      3.16	        39
     1927	    664	    488	      6.93	        19
     1928	    667	    484	      3.61	        51
     1929	    673	    476	      6.48	        20
     1930	    672	    484	      2.24	        69
     1931	    667	    481	       5.1	        19
     1932	    665	    474	      9.27	        19
     1933	    719	    507	      3.61	        17
     1934	    716	    506	      3.32	        22
     1935	    711	    504	      4.24	        67
     1936	    707	    497	      5.83	        56
     1937	    600	    513	      9.17	        19
     1938	    603	    522	      11.5	        19
     1939	    592	    517	      6.24	        34
     1940	    592	    508	      6.78	        19
     1941	    581	    510	       4.8	        62
     1942	    586	    507	      4.69	      16.5
     1943	    512	    212	      3.16	      58.5
     1944	    509	    206	         4	        19
     1945	    392	    150	      3.87	        77
     1946	    392	    154	      3.16	       124
     1947	    372	    154	        13	        19
     1948	    385	    149	      8.43	        19
     1949	    119	    274	      5.48	        81
     1950	    109	    266	      15.2	        19
     1951	    244	    330	       4.9	      21.5
     1952	    235	    328	       5.2	        18
     1953	    244	    327	         4	      88.5
     1954	    425	    449	      6.32	        17
     1955	    417	    447	      4.12	        71
     1956	    413	    445	      5.39	        83
     1957	    423	    442	      4.36	        76
     1958	    417	    441	      4.12	        83
     1959	    423	    434	      5.92	        19
     1960	    385	    418	         6	        19
     1961	    380	    422	      7.07	        19
     1962	    373	    414	      11.7	        19
     1963	    570	    684	      3.87	       108
     1964	    567	    689	      3.32	        59
     1965	    562	    686	      2.45	       138
     1966	    341	    517	      2.83	      83.5
     1967	    339	    519	         2	       150
     1968	    335	    521	      3.16	        83
     1969	    334	    518	         3	       114
     1970	    337	    516	      3.46	       128
     1971	    330	    525	      3.46	        74
     1972	    324	    529	      4.36	        48
     1973	    320	    527	      4.24	        56
     1974	    327	    522	      3.87	        26
     1975	    330	    511	         3	        59
     1976	    328	    515	      2.65	        88
     1977	    325	    509	         4	        58
     1978	    320	    558	         7	        19
     1979	    320	    554	      3.87	       150
     1980	    362	    561	      3.46	       122
     1981	    361	    565	      3.32	       116
     1982	    357	    563	      2.83	        92
     1983	    356	    561	      2.83	       100
     1984	    143	    438	      2.65	        14
     1985	    134	    443	      7.81	        79
     1986	    132	    433	      8.19	        77
     1987	    103	    314	      4.69	      15.5
     1988	    104	    309	      7.35	        19
     1989	    708	    608	      7.21	        48
     1990	    699	    615	        10	        19
     1991	    703	    607	      6.08	        21
     1992	    699	    601	      5.48	      53.5
     1993	    730	    617	      4.69	        52
     1994	    725	    624	      5.66	        19
     1995	    719	    625	      6.56	        19
     1996	    717	    621	      5.66	        20
     1997	    724	    609	      8.25	        53
     1998	    627	    713	      3.16	      13.5
     1999	    623	    718	         2	       150
     2000	    620	    718	      2.65	       140
     2001	    623	    709	      2.65	       114
     2002	    626	    708	      3.46	       105
     2003	    633	    722	      3.16	        13
     2004	    630	    723	         3	        18
     2005	    625	    719	      2.45	        96
     2006	    630	    714	      2.65	        91
     2007	    631	    717	      2.65	        11
     2008	    710	    731	      3.61	        90
     2009	    702	    738	      3.87	        18
     2010	    699	    723	      6.56	        91
     2011	    710	    721	      5.29	       100
     2012	    697	    743	      8.43	        19
     2013	    690	    724	         5	        64
     2014	    694	    726	      4.69	        81
     2015	    106	    472	         5	       113
     2016	    103	    477	      3.74	       113
     2017	     98	    478	      4.69	        19
     2018	     85	    472	      6.63	        19
     2019	     88	    466	      3.46	      15.5
     2020	     97	    461	      4.12	       121
     2021	    744	    725	      6.86	       127
     2022	    731	    735	      3.32	        18
     2023	    734	    727	      3.46	       130
     2024	    739	    723	      6.71	       100
     2025	     77	    166	      9.59	      82.5
     2026	     69	    199	      18.5	        19
     2027	     67	    172	      5.39	        68
     2028	     66	    166	      8.77	        70
     2029	     57	    195	      19.1	        19
     2030	     64	    175	      6.08	        63
     2031	     33	    233	      41.9	        19
     2032	     46	    172	      7.14	        71
     2033	     52	    172	      7.62	      85.5
     2034	     56	    180	      8.89	        19
     2035	     45	    417	       5.1	        34
     2036	     60	    416	      3.46	        25
     2037	     51	    413	      4.24	        74
     2038	    648	    121	         6	      88.5
     2039	    644	    124	      4.69	        72
     2040	    639	    121	      3.74	      86.5
     2041	    643	    114	      5.92	       103
     2042	    602	    106	       8.6	        19
     2043	    628	    102	      4.69	        89
     2044	    624	    100	      3.74	       110
     2045	    611	     83	      13.3	        19
     2046	    623	     92	      6.78	        19
     2047	    507	     65	      6.08	        18
     2048	    505	     62	       5.1	      76.5
     2049	    522	     65	         3	        82
     2050	    516	     64	      4.58	        89
     2051	    525	     55	      6.78	        18
     2052	    714	    462	      4.58	        63
     2053	    711	    465	      5.92	        19
     2054	    706	    457	      5.66	      19.5
     2055	    709	    455	       4.9	      62.5
     2056	    561	    412	      7.42	        19
     2057	    555	    419	      9.11	        19
     2058	    560	    404	      4.24	      71.5
     2059	    554	    400	      5.83	      58.5
     2060	    561	    397	      8.25	        62
     2061	    549	    398	      5.48	      57.5
     2062	    545	    406	      7.87	        19
     2063	    543	    399	       4.9	        28
     2064	    548	    392	      7.21	      61.5
     2065	    697	    500	      5.57	        19
     2066	    685	    500	       6.4	        18
     2067	    694	    497	      3.74	      55.5
     2068	    569	    499	       4.9	      51.5
     2069	    565	    497	      5.57	        47
     2070	    569	    484	      9.33	        19
     2071	    615	    584	      9.64	        19
     2072	    601	    608	      17.4	        48
     2073	    454	    469	      5.29	        22
     2074	    445	    467	      8.12	        19
     2075	    443	    460	        10	        19
     2076	    456	    462	      6.63	        19
     2077	    470	    443	      3.87	        17
     2078	    462	    443	      5.83	        20
     2079	    466	    447	      5.66	        19
     2080	    467	    453	      3.74	        55
     2081	    482	    443	      7.35	        46
     2082	    477	    446	      3.87	        48
     2083	    472	    444	         4	      15.5
     2084	    473	    440	      3.61	        78
     2085	    478	    438	      4.36	        54
     2086	    480	    224	      3.61	        55
     2087	    475	    219	      4.24	        17
     2088	    307	    177	      4.24	      97.5
     2089	    300	    177	      4.69	        18
     2090	    184	    299	      4.58	        20
     2091	    184	    308	      6.93	        19
     2092	    181	    298	      3.61	        90
     2093	    179	    323	      4.12	        17
     2094	    171	    323	       4.8	        16
     2095	    172	    316	      7.21	        19
     2096	    181	    316	      7.55	        19
     2097	    350	    396	      10.7	        19
     2098	    358	    396	      8.77	        19
     2099	    359	    378	      7.62	        76
     2100	    357	    388	      5.74	        20
     2101	    352	    387	      6.16	      18.5
     2102	    356	    369	      12.3	      77.5
     2103	    335	    375	       5.1	        74
     2104	    333	    387	         6	        19
     2105	    331	    377	      3.32	        69
     2106	    258	    377	      16.1	        19
     2107	    415	    417	      2.65	        15
     2108	    412	    417	      3.16	      19.5
     2109	    409	    414	         3	        28
     2110	    412	    413	         3	        21
     2111	    410	    409	         3	        24
     2112	    408	    411	      2.65	        17
     2113	    402	    405	         6	        74
     2114	    413	    406	         4	        14
     2115	    411	    407	      2.83	        93
     2116	    432	    399	      2.24	        85
     2117	    431	    408	      5.66	        19
     2118	    428	    399	         3	        70
     2119	    140	    200	      18.2	        19
     2120	    132	    173	      4.24	      89.5
     2121	    134	    169	      4.58	        80
     2122	    139	    170	       4.9	        64
     2123	    556	    663	      5.66	       126
     2124	    556	    668	       5.2	       103
     2125	    549	    670	      3.74	      40.5
     2126	    546	    668	      4.12	        84
     2127	    547	    664	         4	       150
     2128	    551	    661	       5.2	        92
     2129	    155	    451	      2.83	        90
     2130	    159	    428	       4.8	       105
     2131	    157	    440	      6.08	        17
     2132	    154	    426	       6.4	        90
     2133	    173	    425	      5.39	        18
     2134	    170	    425	      3.74	        79
     2135	    697	    598	      5.57	        57
     2136	    694	    606	      8.06	        19
     2137	    689	    602	      6.48	        19
     2138	    696	    593	      7.62	        54
