
***             Voronoi Diagram k = 7175         ***
index	sx	sy	ls	mi
     6067	    395	    242	      3.16	        71
     6068	    396	    248	       4.9	      79.5
     6069	    392	    247	      3.46	        93
     6070	    221	    342	      4.69	        58
     6071	    237	    307	      7.81	        99
     6072	    124	    268	      7.28	        21
     6073	     92	    245	      19.1	        19
     6074	    443	    427	      3.32	        73
     6075	    387	    571	       4.8	       123
     6076	    383	    571	      2.83	       124
     6077	    733	      6	      1.73	       106
     6078	    696	     13	      6.08	        19
     6079	    699	     12	      4.12	        19
     6080	    703	      8	         3	       132
     6081	    701	      9	      2.83	       117
     6082	    698	      8	         4	       105
     6083	    792	     45	      1.73	        52
     6084	    791	     46	      3.61	       111
     6085	    160	     58	        12	       150
     6086	    168	     49	      7.87	       150
     6087	    161	     50	      7.07	       150
     6088	    184	     32	      19.5	        19
     6089	    164	     44	      5.48	       150
     6090	    164	     40	      3.61	       125
     6091	    117	     40	      7.42	       139
     6092	    109	     59	        16	       148
     6093	    785	    746	      3.46	        15
     6094	    785	    744	      1.73	        88
     6095	     90	     28	         4	      95.5
     6096	     85	     28	      3.61	       142
     6097	     79	     27	      8.06	        19
     6098	     68	     43	       5.1	      17.5
     6099	     70	     52	      8.31	       135
     6100	     65	     50	      4.12	       150
     6101	     61	     52	      7.21	       150
     6102	     52	     58	      9.85	       150
     6103	     53	     49	         5	       150
     6104	     57	     47	       4.8	        25
     6105	     30	    118	      3.16	        93
     6106	     26	    115	      4.12	        20
     6107	     25	    109	      4.47	      91.5
     6108	     29	    120	      3.61	        82
     6109	     21	    119	      7.28	        19
     6110	    725	     48	      6.48	        19
     6111	    723	     42	      7.81	        19
     6112	    725	     33	      10.2	        19
     6113	    523	     37	      8.83	        19
     6114	    495	    157	      4.69	       149
     6115	     14	     79	       4.9	        22
     6116	     12	     69	      7.55	        19
     6117	    788	     47	      4.12	       135
     6118	    493	    164	         3	       149
     6119	    418	    655	        35	        19
     6120	    511	     38	       4.8	        27
     6121	    509	     31	      9.43	        19
     6122	    203	     55	      14.5	        19
     6123	    196	     64	       5.1	        19
     6124	    191	     69	      5.74	       150
     6125	    192	     63	      2.24	        18
     6126	     17	    129	      9.06	        19
     6127	     30	    125	      4.36	        76
     6128	    325	    488	         5	        51
     6129	    639	    718	      2.65	       101
     6130	    636	    723	      2.65	        33
     6131	    214	    291	      9.27	        91
     6132	    202	    292	      4.12	       123
     6133	     42	     44	      3.32	       137
     6134	     41	     13	        22	        19
     6135	    436	     49	      27.8	        19
     6136	    357	     28	      48.4	        19
     6137	    489	    255	      3.61	        76
     6138	    478	    259	      3.32	        59
     6139	    477	    256	      3.16	      52.5
     6140	    480	    249	      2.45	       110
     6141	    485	    250	      3.87	        77
     6142	    325	    213	      7.55	        68
     6143	    674	    585	      6.56	        60
     6144	    666	    586	      6.08	        19
     6145	    673	    577	         9	        61
     6146	    625	     14	      27.7	        19
     6147	    646	     25	      18.5	        19
     6148	    578	    115	         4	       150
     6149	    462	    107	      18.5	        19
     6150	    421	    228	         3	        50
     6151	    409	    235	      2.65	       150
     6152	    338	    508	      3.46	        45
     6153	    334	    510	      2.45	      92.5
     6154	    684	     58	      2.83	        31
     6155	    680	     56	         3	       138
     6156	    681	     52	      3.32	        19
     6157	     43	    358	      6.71	        73
     6158	     47	    339	      16.1	        19
     6159	    775	    166	      7.14	        89
     6160	    773	    160	      6.56	       103
     6161	    772	    156	      6.16	      92.5
     6162	    784	    153	       5.2	        19
     6163	    776	    153	      5.39	        80
     6164	    775	    149	      5.39	        65
     6165	    782	    191	      16.9	       130
     6166	    775	    175	        13	       116
     6167	    781	    167	      7.42	        80
     6168	    726	    727	      4.12	        19
     6169	    728	    719	      6.16	      67.5
     6170	    707	      7	         3	        18
     6171	    706	      8	      2.24	       140
     6172	    691	     12	      9.54	        19
     6173	    681	      7	      13.3	        19
     6174	    531	    147	      6.71	        19
     6175	    531	    141	      3.16	       130
     6176	    530	    137	      4.12	       150
     6177	    542	    125	         6	       150
     6178	    462	    215	      4.47	        11
     6179	    217	     14	      31.4	        19
     6180	    187	     58	       4.9	       150
     6181	    188	     44	      12.6	        19
     6182	    158	     33	      6.08	        19
     6183	    154	     40	      4.58	       150
     6184	    151	     40	         5	       150
     6185	    160	     25	      14.4	        19
     6186	    161	     41	      3.32	       150
     6187	    157	     44	      5.74	       150
     6188	    159	     40	      4.47	       140
     6189	    159	      9	        18	        19
     6190	    147	     38	         4	       139
     6191	    146	     30	      8.12	        19
     6192	    146	     43	         6	       132
     6193	    140	     66	        20	       150
     6194	    138	     46	      8.89	       150
     6195	    145	     38	      4.12	        27
     6196	    131	      9	      16.4	        19
     6197	    135	     35	      5.92	        19
     6198	    130	     56	      11.7	       150
     6199	    122	     42	      7.62	       150
     6200	    131	     38	         5	       110
     6201	    128	     42	      5.83	       150
     6202	    122	     20	      12.4	        19
     6203	    113	     36	      6.86	       112
     6204	    109	     42	      8.94	       150
     6205	    101	     50	      11.7	       150
     6206	    112	     21	      11.2	        19
     6207	    111	     31	      8.94	        19
     6208	     99	     40	      7.81	       150
     6209	     99	     34	       5.1	       107
     6210	    772	    739	         3	        86
     6211	    785	    742	         2	       104
     6212	    791	    733	      4.36	        22
     6213	    783	    740	      2.24	        10
     6214	    782	    743	      2.83	       122
     6215	    778	    739	      2.83	       119
     6216	     98	     29	      5.83	        21
     6217	     95	     29	      2.65	       130
     6218	     95	     27	      4.24	      20.5
     6219	     92	     25	       4.9	      24.5
     6220	     81	     38	      4.47	       150
     6221	     83	     32	      4.47	       150
     6222	     77	     39	      4.36	       150
     6223	     76	     42	      3.74	       132
     6224	     59	     23	        14	        19
     6225	     49	     52	      6.08	       150
     6226	     50	     33	      11.2	        19
     6227	     48	     46	      4.69	       135
     6228	     45	     43	      5.57	        21
     6229	     24	    105	      4.69	      85.5
     6230	     13	     98	         8	        19
     6231	     24	     94	       5.1	       114
     6232	    721	    128	      3.74	       110
     6233	    462	     55	      16.9	        19
     6234	    479	     57	      3.74	       142
     6235	    562	     14	      31.2	        19
     6236	    513	     41	      3.74	       150
     6237	    203	     84	      3.46	      17.5
     6238	    206	     89	      7.07	        18
     6239	    199	     84	      4.36	       136
     6240	    197	     91	       6.4	       150
     6241	    192	     86	        10	       143
     6242	     32	    619	      55.6	        19
     6243	     77	    623	      51.6	        19
     6244	    119	    577	      50.6	        19
     6245	     26	     76	      2.65	       150
     6246	     25	     77	      2.83	       136
     6247	     19	     75	      4.36	        47
     6248	     36	     84	        11	       133
     6249	     27	     85	      5.74	       129
     6250	     29	     80	      6.08	       135
     6251	     26	     89	      5.57	       146
     6252	     22	     78	      3.46	       146
     6253	     23	     82	       4.8	        96
     6254	     18	     82	      3.74	       122
     6255	    655	     55	      3.46	       107
     6256	    708	     64	         4	        19
     6257	    671	     14	      15.4	        19
     6258	    549	    134	      6.63	        17
     6259	    378	    120	      8.12	        19
     6260	    495	    160	         4	       150
     6261	    511	      8	      16.9	        19
     6262	    478	     13	      20.7	        19
     6263	    728	    118	      5.92	        17
     6264	    512	    123	      4.69	        92
     6265	    291	    141	        17	        19
     6266	    268	    147	      3.61	       119
     6267	    209	     80	      5.83	        18
     6268	    223	     64	        18	        19
     6269	    207	     78	      3.16	        59
     6270	    209	     73	      8.49	        19
     6271	    206	     80	         3	        31
     6272	    208	     66	      10.3	        19
     6273	    192	     61	      5.39	        19
     6274	    181	     73	      12.6	       150
     6275	    183	     65	       6.4	       150
     6276	    189	     60	      3.87	       150
     6277	    195	     50	        13	        19
     6278	    768	    736	      3.16	      80.5
     6279	    768	    731	      5.29	        94
     6280	     11	    381	      2.83	      66.5
     6281	      8	    378	         3	        20
     6282	    784	    266	      25.6	        94
     6283	    732	    311	      38.6	        85
     6284	    694	    300	      43.3	        70
     6285	    680	    255	      34.7	        82
     6286	    702	    215	      21.6	      64.5
     6287	    735	    219	      14.5	        68
     6288	    789	    502	       5.1	      33.5
     6289	    779	    500	      5.66	      57.5
     6290	    779	    496	      10.6	         1
     6291	    778	    472	      22.1	        58
     6292	    550	    647	      6.71	        66
     6293	    545	    653	      4.47	      73.5
     6294	    542	    656	       4.8	       106
     6295	    537	    656	       5.1	       109
     6296	    535	    652	       5.2	       125
     6297	    539	    648	       4.9	      96.5
     6298	    544	    645	      6.32	        85
     6299	    589	    156	      6.56	        18
     6300	    581	    146	      10.1	        19
     6301	    166	    347	      11.6	        92
     6302	    467	    204	      5.83	        19
     6303	    461	    208	      3.87	        46
     6304	    456	    207	      4.12	        87
     6305	    457	    204	      3.74	       104
     6306	    704	    156	      14.8	        74
     6307	    697	    171	      21.9	        84
     6308	    687	    153	      15.6	        84
     6309	    683	    137	      9.17	        84
     6310	    689	    133	      6.48	       120
     6311	    694	    135	      5.74	        86
     6312	    697	    139	      5.92	        66
     6313	    432	    218	      5.92	       100
     6314	    425	    217	      6.24	        97
     6315	    358	    245	      7.28	        74
     6316	    356	    256	      10.6	        75
     6317	    338	    260	      16.2	        69
     6318	    342	    247	      7.28	        69
     6319	    352	    241	       4.9	        72
     6320	    406	    245	       4.9	      69.5
     6321	    405	    252	      5.57	        64
     6322	    400	    251	      5.57	        66
     6323	    400	    240	         3	        99
     6324	    403	    241	      3.74	        50
     6325	    230	    306	       5.1	       102
     6326	    227	    310	       4.8	        17
     6327	    229	    302	      7.21	        99
     6328	    582	    690	      5.74	        98
     6329	    575	    693	      3.87	        81
     6330	    573	    688	      4.12	       124
     6331	    577	    685	       5.1	       129
     6332	    639	    702	      8.66	        84
     6333	    635	    709	      3.46	       108
     6334	    599	    154	      4.24	      83.5
     6335	    590	    141	      9.43	        19
     6336	     62	    414	         4	      71.5
     6337	    640	    131	      5.57	        75
     6338	    121	    485	      4.69	      50.5
     6339	    111	    519	      17.3	        19
     6340	    113	    486	      6.93	      16.5
     6341	    530	    189	      3.74	       131
     6342	    530	    185	         4	      22.5
     6343	    430	    463	      8.83	        19
     6344	    137	    334	      3.16	      77.5
     6345	    135	    340	      4.36	        22
     6346	    129	    335	      4.58	        58
     6347	    130	    331	       4.8	        79
     6348	    219	    383	      8.89	        19
     6349	    449	    420	      3.74	        85
     6350	    447	    424	      4.24	        76
     6351	    442	    421	      2.65	       103
     6352	    442	    419	      2.65	         6
     6353	    445	    416	         3	        18
     6354	    580	    676	      3.61	       101
     6355	    578	    663	      5.39	        83
     6356	    570	    666	      3.46	       150
     6357	    567	    663	      4.69	      99.5
     6358	    571	    660	       4.8	        65
     6359	    576	    657	      6.86	        65
     6360	    543	    674	      3.46	       125
     6361	    542	    678	      2.65	       112
     6362	    539	    672	      3.87	       118
     6363	    515	    658	       5.2	        95
     6364	    510	    656	      4.12	       115
     6365	    145	    391	         4	      26.5
     6366	    156	    386	      10.5	        86
     6367	    743	    110	      4.12	        20
     6368	    452	    395	         4	        86
     6369	    390	    398	      3.74	        12
     6370	    321	    585	        23	        19
     6371	    333	    566	      6.48	        19
     6372	     67	    398	         9	        68
     6373	    593	    717	      2.65	        74
     6374	     63	    417	      4.24	        38
     6375	    298	    181	      4.47	       112
     6376	    297	    172	      6.56	        19
     6377	    402	    472	      8.54	        19
     6378	    324	    375	      2.83	        88
     6379	    174	    463	      11.2	        19
     6380	     98	    438	      2.83	      59.5
     6381	    607	    731	      8.31	        19
     6382	    743	    752	      7.21	        19
     6383	    402	    548	       8.6	        67
     6384	    396	    557	      8.31	        68
     6385	    391	    548	       4.8	        90
     6386	    397	    541	      8.66	        55
     6387	    703	     52	      8.06	        19
     6388	    685	     99	       6.4	        19
     6389	    677	     97	      3.87	        41
     6390	    547	    177	      3.74	        16
     6391	    543	    174	      5.39	        19
     6392	    230	     80	      15.5	        19
     6393	    156	    349	      8.31	        85
     6394	    148	    349	      6.24	        77
     6395	    157	    341	      7.81	        88
     6396	    456	    579	      5.48	        86
     6397	    359	    177	      7.62	        17
     6398	    359	    185	      4.12	        68
     6399	      4	    348	         3	        17
     6400	      5	    344	      3.74	        19
     6401	     56	    415	         4	      22.5
     6402	    400	    383	      10.2	        74
     6403	    393	    389	      4.47	      65.5
     6404	    372	    535	      7.87	       107
     6405	    366	    541	      4.24	       108
     6406	    116	    333	      5.92	        17
     6407	    656	    630	       4.9	        27
     6408	    651	    633	      7.94	        49
     6409	     36	     34	      12.5	        19
     6410	     35	     46	         3	       143
     6411	    458	    237	      3.32	        61
     6412	    459	    243	      2.45	      46.5
     6413	    455	    240	      2.45	       149
     6414	    473	    243	      4.36	        56
     6415	    472	    248	      3.61	        71
     6416	    467	    251	         4	       102
     6417	    466	    246	       4.8	        62
     6418	    470	    240	      6.08	        56
     6419	    791	    140	       4.9	        18
     6420	    790	    147	       5.2	        20
     6421	    784	    144	      3.32	        70
     6422	    673	     97	      4.24	       140
     6423	    737	      5	      2.65	       128
     6424	    783	    736	      3.87	        29
     6425	      1	    384	      2.24	        51
     6426	    203	    122	      11.2	       150
     6427	      5	     91	      9.43	        19
     6428	    741	      6	         4	      20.5
     6429	    741	      3	         3	        27
     6430	     11	    345	         4	        64
     6431	      5	    324	      19.2	        19
     6432	    654	     77	      3.87	        89
     6433	    734	    523	      5.29	        26
     6434	    480	    596	      5.74	        60
     6435	    475	    606	         6	      89.5
     6436	    467	    606	      7.68	        58
     6437	    462	    599	      8.31	        75
     6438	    464	    590	      7.62	        65
     6439	    493	    569	      16.3	        59
     6440	    487	    591	        10	        49
     6441	    473	    579	      9.85	        77
     6442	    480	    569	      13.8	        60
     6443	    199	    116	      11.1	       150
     6444	    354	    229	      3.74	      57.5
     6445	    350	    229	      2.65	        43
     6446	    143	    417	         5	        68
     6447	    143	    422	      6.32	        82
     6448	    135	    424	      6.48	        79
     6449	     89	     19	       9.8	        19
     6450	     81	      9	      14.8	        19
     6451	      4	     79	      8.31	        19
     6452	    209	    295	      6.16	      83.5
     6453	    206	    290	      6.24	        94
     6454	    478	    343	      11.7	        84
     6455	    468	    350	      13.2	      76.5
     6456	    461	    336	      13.2	        91
     6457	    474	    335	      10.8	        88
     6458	    331	    211	      4.47	      65.5
     6459	    236	    130	       4.8	        30
     6460	    436	    228	      6.56	        64
     6461	    431	    230	      3.16	        66
     6462	    427	    227	      3.16	      46.5
     6463	    431	    232	      2.83	        72
     6464	    430	    238	      4.12	        77
     6465	    427	    236	      2.24	        85
     6466	    427	    231	         3	        62
     6467	    425	    236	      2.45	       150
     6468	    160	    259	      5.39	        97
     6469	    159	    253	      5.57	        19
     6470	    123	    362	         5	        23
     6471	    790	    178	      6.71	       118
     6472	    789	    164	      6.78	        19
     6473	    183	     57	       5.2	       150
     6474	    791	    744	      3.74	        27
     6475	    787	    740	      2.83	       6.5
     6476	     69	     20	      12.7	        19
     6477	     74	     33	      7.21	        19
     6478	     12	     93	      5.74	        19
     6479	    324	     82	      28.7	        19
     6480	    585	    471	      6.32	      18.5
     6481	    574	    473	      10.4	        19
     6482	    461	    254	      3.61	        50
     6483	    460	    259	      6.71	        53
     6484	    455	    255	      5.48	        50
     6485	     92	    370	      10.1	        19
     6486	     77	    369	      5.29	      66.5
     6487	    198	    393	      6.93	       104
     6488	    551	    679	      3.16	       122
     6489	    547	    680	         3	        73
     6490	    545	    677	      2.83	       116
     6491	    546	    675	         3	       112
     6492	    127	    351	       5.1	      72.5
     6493	     86	    416	      5.39	        19
     6494	     84	    420	      4.47	        20
     6495	     80	    412	      4.36	        71
     6496	     79	    422	      5.57	        20
     6497	     73	    423	      5.92	        18
     6498	     71	    417	         4	      71.5
     6499	     73	    411	      6.32	      71.5
     6500	    657	    523	      5.74	        18
     6501	    659	    528	         4	        51
     6502	    288	    333	      6.86	        83
     6503	    560	    703	      5.29	        19
     6504	    552	    706	      6.48	        19
     6505	    554	    701	      5.66	        19
     6506	    557	    696	      2.65	        13
     6507	    380	    512	      8.31	        64
     6508	    371	    518	      5.29	        96
     6509	    406	    457	      5.57	        72
     6510	    398	    467	         7	        19
     6511	    350	    553	         3	       150
     6512	    470	    228	      5.92	        94
     6513	    591	    409	       8.6	        19
     6514	    589	    401	      4.47	        71
     6515	    555	    450	      7.42	        19
     6516	    109	    430	      6.08	        66
     6517	    730	      3	         3	        91
     6518	    698	     23	      10.2	        19
     6519	    786	      8	      13.6	        19
     6520	     72	     64	      15.3	       128
     6521	     19	    384	      3.61	        71
     6522	     16	    388	      4.12	        80
     6523	    677	     58	         3	       150
     6524	    745	      2	      2.45	        11
     6525	     27	    364	      5.29	        66
     6526	     27	    370	      5.83	        70
     6527	     19	    365	       4.9	         1
     6528	     26	    359	      5.92	        78
     6529	     61	    760	        21	        19
     6530	     41	     49	       4.9	       120
     6531	     39	     42	      4.58	        17
     6532	     36	     49	      3.74	       130
     6533	     34	     50	      3.74	       116
     6534	    449	    233	      4.47	      54.5
     6535	    449	    238	      3.16	        56
     6536	    444	    231	      7.28	        55
     6537	    457	    235	         4	      64.5
     6538	    454	    239	      2.45	      51.5
     6539	    451	    238	      2.24	       111
     6540	    452	    234	      3.46	      81.5
     6541	    456	    231	       4.8	        74
     6542	    447	    262	      6.78	      47.5
     6543	    442	    264	      6.78	      59.5
     6544	    440	    259	      4.69	      46.5
     6545	    441	    254	      4.58	        60
     6546	    174	    231	      8.43	        19
     6547	    480	    430	         4	      92.5
     6548	    739	      1	      2.24	        17
     6549	    738	      3	      2.65	        17
     6550	    135	     40	      4.24	       128
     6551	    140	     34	      6.24	        19
     6552	    785	    737	      2.65	        54
     6553	     30	     60	       4.8	       136
     6554	     22	     61	      4.36	        20
     6555	      3	    395	      4.12	        47
     6556	    744	      3	      2.65	       119
     6557	    739	    125	      4.12	        93
     6558	    225	     92	      10.3	        19
     6559	    247	     71	      22.8	        19
     6560	    790	    106	       5.1	       120
     6561	    517	    483	      3.16	        80
     6562	    515	    485	      3.74	      56.5
     6563	    510	    484	      4.36	         0
     6564	    516	    480	      5.39	        40
     6565	    509	    478	      5.39	        47
     6566	    514	    475	      7.87	      50.5
     6567	    348	    223	      2.83	       106
     6568	    698	     56	      6.86	        19
     6569	    466	    495	      8.12	      24.5
     6570	    463	    491	       5.1	      36.5
     6571	    463	    484	      5.39	        42
     6572	    227	    333	      4.12	        19
     6573	    225	    336	      2.83	        95
     6574	    106	    236	      22.6	        19
     6575	    383	    568	      5.29	       108
     6576	    695	      6	      8.43	        17
     6577	     83	     26	      6.24	        19
     6578	     65	      7	      16.3	        19
     6579	     53	     41	      6.48	        19
     6580	    490	    165	      3.32	       150
     6581	     42	     35	      9.11	        19
     6582	    502	    260	      9.54	        52
     6583	    494	    265	      5.83	      60.5
     6584	    486	    258	      1.73	        39
     6585	    492	    250	      6.32	        57
     6586	    481	    245	      4.12	        52
     6587	    482	    251	      2.45	       128
     6588	    478	    251	      2.83	        55
     6589	    476	    248	         3	        75
     6590	    477	    243	      4.24	        53
     6591	    154	     50	      7.42	       150
     6592	    149	     50	      10.7	       150
     6593	    164	     33	      8.66	        19
     6594	    150	     32	      6.78	        19
     6595	    140	     39	      4.12	       129
     6596	    130	     27	      9.59	        19
     6597	    132	     44	      6.71	       150
     6598	    127	     32	      7.87	        19
     6599	    785	    739	      1.73	        18
     6600	    788	    737	      3.61	        20
     6601	    790	    727	      6.78	        67
     6602	     94	     32	      4.58	        83
     6603	     81	     43	         7	       125
     6604	     74	     44	      3.46	       150
     6605	     45	     49	      4.47	       148
     6606	     26	     37	      14.6	        19
     6607	      9	     27	      17.9	        19
     6608	    481	     53	      4.58	        85
     6609	     61	    566	      47.3	        19
     6610	    753	    239	      13.7	        76
     6611	    751	    262	      19.1	        89
     6612	    728	    260	      19.5	        45
     6613	    710	    259	      28.1	        67
     6614	    718	    240	        17	        74
     6615	    380	    294	      6.48	      88.5
     6616	    375	    317	      15.2	        64
     6617	    361	    314	      13.9	        69
     6618	    349	    306	      15.1	      71.5
     6619	    347	    288	      17.1	        82
     6620	    362	    281	      14.1	        76
     6621	    372	    281	      11.1	        65
     6622	    374	    289	         8	      76.5
     6623	    357	    350	      16.2	        84
     6624	    348	    323	      11.6	        73
     6625	    358	    329	      13.8	      66.5
     6626	    519	    651	      5.74	       104
     6627	    513	    653	      4.69	       130
     6628	    508	    652	      4.36	       150
     6629	    507	    648	       4.9	        71
     6630	    510	    642	      5.83	      95.5
     6631	    515	    647	      4.47	      98.5
     6632	    650	    101	      6.78	      79.5
     6633	    648	    108	      6.32	       106
     6634	    639	    111	      5.48	      74.5
     6635	    637	    105	      4.24	      82.5
     6636	    641	     98	      4.69	      97.5
     6637	    645	     97	         6	      88.5
     6638	    484	    224	      3.46	      25.5
     6639	    482	    226	      2.83	        97
     6640	    788	    672	      19.8	        58
     6641	    780	    705	      18.7	        51
     6642	    766	    714	      13.2	        69
     6643	    755	    708	      14.5	        64
     6644	    762	    677	      19.9	        56
     6645	    775	    664	        26	        51
     6646	    352	    246	      6.32	        76
     6647	    348	    244	      4.58	        80
     6648	    432	    242	      4.47	        89
     6649	    425	    247	      4.24	        72
     6650	    422	    244	      3.46	        72
     6651	    423	    239	      3.61	       115
     6652	    427	    238	      2.45	       150
     6653	    131	    420	       4.9	      76.5
     6654	    128	    420	      5.66	      77.5
     6655	    128	    412	      4.58	        19
     6656	    131	    410	      4.24	      21.5
     6657	    704	    641	      7.75	      57.5
     6658	    700	    634	      7.28	        20
     6659	    706	    635	      6.08	        18
     6660	    564	    681	         3	       110
     6661	    558	    683	      3.46	       147
     6662	    558	    680	      3.87	        78
     6663	    389	    234	         6	      62.5
     6664	    383	    240	      3.61	       137
     6665	    385	    233	         5	        58
     6666	    133	    326	       5.1	        82
     6667	    141	    314	      11.5	        19
     6668	    223	    337	      3.46	        18
     6669	    216	    340	      4.58	        86
     6670	    217	    336	      3.87	        99
     6671	    511	    661	      3.87	        76
     6672	    364	    502	      6.32	      68.5
     6673	    362	    507	      4.24	        97
     6674	    357	    512	      5.39	        90
     6675	    354	    506	      5.83	        99
     6676	    356	    499	      7.35	        80
     6677	    357	    552	      3.46	       122
     6678	    354	    550	      3.32	       150
     6679	    112	    413	      4.12	        66
     6680	    110	    409	      4.24	        16
     6681	    536	    111	      4.58	        93
     6682	    534	    116	      6.71	        98
     6683	    529	    111	      4.12	        97
     6684	    187	    217	         3	        16
     6685	    186	    214	      3.74	        89
     6686	    326	    568	      12.6	        19
     6687	    445	    414	         3	        18
     6688	    440	    412	      2.83	        59
     6689	    722	    144	      11.4	        90
     6690	    713	    151	      11.5	       114
     6691	    709	    143	      7.28	        59
     6692	    705	    136	       4.8	        71
     6693	    707	    133	      4.47	        78
     6694	    711	    132	      4.36	        76
     6695	    716	    134	      6.32	      61.5
     6696	    435	    391	      3.61	        95
     6697	    167	    322	      5.74	        19
     6698	    187	    194	      8.72	        64
     6699	    195	     99	      6.86	       150
     6700	    379	    454	         4	        18
     6701	    106	    392	      9.17	        19
     6702	    166	    173	      4.69	        20
     6703	    159	    185	        11	        19
     6704	    160	    168	      6.78	      61.5
     6705	      7	    340	      9.17	        19
     6706	    478	    600	       4.8	        87
     6707	    470	    601	      5.48	      72.5
     6708	    470	    596	      6.24	        72
     6709	    476	    594	      5.66	        23
     6710	    470	    319	      5.57	        38
     6711	    463	    327	      8.25	        94
     6712	    457	    317	      9.43	        68
     6713	    465	    316	      4.69	        43
     6714	    486	    264	      4.58	        59
     6715	    486	    274	      9.17	        81
     6716	    480	    267	      6.63	      55.5
     6717	    481	    260	      3.46	      60.5
     6718	    791	    741	      3.16	      21.5
     6719	    552	    483	         5	        40
     6720	    285	    337	      4.36	        91
     6721	    375	    516	      5.92	        73
     6722	    373	    509	       6.4	        45
     6723	    402	    455	      4.69	        82
     6724	    586	    253	      10.5	        98
     6725	    578	    256	      7.87	      88.5
     6726	    576	    249	      5.29	        86
     6727	    584	    247	       8.6	        91
     6728	    752	      2	      6.08	        19
     6729	     29	    745	      7.87	        19
     6730	    477	    264	       4.9	        61
     6731	    442	    249	      4.47	      67.5
     6732	    435	    245	      3.46	       115
     6733	    438	    240	      5.74	        56
     6734	    435	    253	      3.74	        87
     6735	    431	    256	      4.69	        60
     6736	    426	    253	      5.48	      62.5
     6737	    431	    248	      4.36	       136
     6738	    510	    336	      14.4	        67
     6739	    508	    349	      8.43	        64
     6740	    503	    352	      6.71	        68
     6741	    497	    343	      8.77	        67
     6742	    493	    256	       5.1	        73
     6743	    490	    259	      3.16	      80.5
     6744	    487	    253	      3.32	        65
     6745	    412	    236	      2.83	       150
     6746	    408	    238	         3	       112
     6747	    406	    236	      2.83	       124
     6748	    408	    233	         3	        95
     6749	    764	    221	      14.1	        95
     6750	    753	    230	      11.5	        51
     6751	    727	    226	        12	        71
     6752	    725	    200	      17.6	       103
     6753	    742	    198	      19.6	       105
     6754	    790	    515	      7.14	        19
     6755	    784	    512	      8.19	        19
     6756	    782	    504	      7.14	        18
     6757	    788	    498	      8.06	        49
     6758	    551	    653	      5.39	        74
     6759	    548	    656	      4.58	       124
     6760	    160	    359	      13.5	        89
     6761	    703	    145	      7.81	        62
     6762	    696	    146	      8.77	        69
     6763	    699	    134	      4.69	      97.5
     6764	    702	    137	       4.8	        73
     6765	    403	    238	      3.46	       128
     6766	    399	    242	      3.46	        76
     6767	    397	    238	      4.12	        93
     6768	    400	    236	      3.87	        88
     6769	    123	    484	      3.32	        94
     6770	    118	    483	       5.2	       108
     6771	    140	    332	      3.32	        89
     6772	    138	    337	      3.61	        16
     6773	    136	    331	      4.12	        81
     6774	    439	    419	      3.32	        19
     6775	    440	    416	      3.46	        18
     6776	    143	    393	      4.24	      17.5
     6777	    740	    108	      4.69	        19
     6778	    455	    395	      4.24	      94.5
     6779	     66	    421	      5.48	        19
     6780	    463	    583	      6.93	        83
     6781	    363	    187	       4.8	        65
     6782	    359	    190	      6.08	        92
     6783	    363	    182	      5.83	      18.5
     6784	      4	    350	      2.24	        99
     6785	     12	    731	      24.4	        19
     6786	    467	    234	      6.56	        64
     6787	    460	    239	         4	      68.5
     6788	    462	    231	         6	      67.5
     6789	    788	    142	      4.36	        16
     6790	    781	    143	      4.47	      57.5
     6791	    741	     11	      6.93	        19
     6792	    779	    733	      5.83	        86
     6793	    727	    529	      8.43	        59
     6794	    360	    228	      4.36	       150
     6795	    356	    233	      4.58	        69
     6796	     96	      7	      13.4	        19
     6797	    241	    118	        10	        19
     6798	    237	    135	      4.69	      88.5
     6799	    434	    235	      4.69	        52
     6800	    788	    185	      9.75	       141
     6801	    784	    174	      8.25	       110
     6802	    463	    252	      3.46	       104
     6803	    244	    436	      33.2	        19
     6804	    544	    680	         3	        37
     6805	     67	    425	      7.21	        17
     6806	     69	    415	       4.9	      73.5
     6807	    566	    449	        11	        19
     6808	    553	    454	      5.83	      18.5
     6809	     21	    371	      4.36	        44
     6810	     36	    763	       9.8	        18
     6811	     62	    686	      49.9	        19
     6812	     92	    750	      50.2	        19
     6813	    452	    229	      5.92	        63
     6814	    517	    272	      16.3	        62
     6815	    503	    271	      12.4	        83
     6816	    499	    254	      7.35	        59
     6817	    513	    254	      14.4	        52
     6818	    487	    259	         3	        84
     6819	    484	    258	      2.83	        48
     6820	    485	    255	      2.65	        46
     6821	    483	    253	      2.65	        76
     6822	    480	    253	      2.65	        49
     6823	    478	    247	      2.83	      77.5
     6824	    475	    250	      2.83	       123
     6825	    164	     37	      4.12	        22
     6826	    791	    738	      3.32	        18
     6827	     18	    555	      46.6	        19
     6828	    588	    325	      20.8	        74
     6829	    563	    342	      16.6	        77
     6830	    552	    350	      17.7	        83
     6831	    544	    336	      18.5	        75
     6832	    538	    319	        19	        69
     6833	    532	    297	      20.6	        79
     6834	    551	    297	        17	        76
     6835	    567	    302	      16.3	        80
     6836	    425	    548	       8.6	      74.5
     6837	    424	    555	      6.32	        97
     6838	    419	    559	      7.35	      99.5
     6839	    412	    558	      8.12	       108
     6840	    409	    551	      8.89	        61
     6841	    417	    542	      10.8	        49
