
***             Voronoi Diagram k = 2444         ***
index	sx	sy	ls	mi
     1265	    459	    138	      3.46	  1.21e+09
     1266	    455	    137	      2.83	  8.93e+08
     1267	    386	    167	      4.36	  4.05e+08
     1268	    401	    174	      3.74	  7.71e+08
     1269	    399	    176	      3.87	  6.26e+08
     1270	    396	    173	         3	  8.36e+08
     1271	    399	    167	      3.16	  1.25e+09
     1272	    334	    210	      3.16	  4.61e+08
     1273	    335	    208	      3.74	  3.38e+08
     1274	    327	    223	      3.74	  8.08e+08
     1275	    324	    224	      3.61	  7.71e+08
     1276	    323	    226	      3.32	   7.7e+08
     1277	    323	    229	      5.66	   7.6e+08
     1278	    316	    224	         4	  3.91e+08
     1279	    404	    260	       4.8	  5.94e+08
     1280	    409	    249	      4.36	  7.84e+08
     1281	    399	    273	      6.32	  5.74e+08
     1282	    392	    267	         3	  1.55e+09
     1283	    390	    264	      2.65	  1.24e+09
     1284	    394	    260	      3.74	  1.09e+09
     1285	    401	    261	      4.36	  7.03e+08
     1286	    392	    272	      3.16	  8.13e+08
     1287	    387	    271	      3.16	  1.71e+09
     1288	    389	    268	      2.45	   1.6e+09
     1289	    385	    273	         2	  1.94e+09
     1290	    381	    270	      3.16	  1.32e+09
     1291	    380	    267	      3.61	  1.41e+09
     1292	    387	    263	      3.32	   1.1e+09
     1293	    379	    254	      3.74	  1.48e+09
     1294	    394	    248	      4.47	   1.2e+09
     1295	    305	    318	      2.45	  2.78e+09
     1296	    304	    313	      2.65	   2.6e+09
     1297	    300	    320	      3.46	  2.35e+09
     1298	    302	    310	      3.32	  2.17e+09
     1299	    341	    335	       5.1	  9.45e+08
     1300	    346	    331	      4.36	  8.53e+08
     1301	    339	    319	      4.24	  3.56e+09
     1302	    331	    326	      3.32	  3.12e+09
     1303	    330	    322	      3.32	  2.68e+09
     1304	    330	    317	         3	  2.64e+09
     1305	    332	    315	      2.83	  2.82e+09
     1306	    351	    316	      2.83	  1.32e+09
     1307	    349	    313	      3.46	  3.07e+09
     1308	    353	    314	      3.16	   1.3e+09
     1309	    354	    309	      3.46	  2.41e+09
     1310	    362	    311	         4	  8.95e+08
     1311	    357	    309	      3.46	  1.29e+09
     1312	    476	    150	      4.12	  8.22e+08
     1313	    480	    145	         4	  5.08e+08
     1314	    477	    143	      3.74	  6.63e+08
     1315	    470	    143	      4.12	  1.27e+09
     1316	    462	    142	      3.74	  1.44e+09
     1317	    456	    157	      4.58	  1.32e+09
     1318	    454	    162	      5.57	  1.27e+09
     1319	    448	    158	      4.69	  1.47e+09
     1320	    432	    142	      3.16	  6.35e+08
     1321	    435	    153	      4.24	  1.51e+09
     1322	    432	    155	      4.12	  1.59e+09
     1323	    425	    152	      3.46	   1.4e+09
     1324	    423	    149	      2.45	  9.19e+08
     1325	    421	    143	      4.24	  3.72e+08
     1326	    430	    139	      3.87	  4.34e+08
     1327	    427	    142	      3.61	  4.76e+08
     1328	    422	    130	        10	  2.09e+08
     1329	    442	    141	      3.74	  8.96e+08
     1330	    434	    140	      2.83	  6.08e+08
     1331	    436	    138	      3.61	  5.18e+08
     1332	    455	    141	      3.32	  1.37e+09
     1333	    458	    142	      3.61	  1.38e+09
     1334	    627	    326	      22.8	  5.54e+08
     1335	    441	    210	         5	  7.63e+08
     1336	    440	    205	      5.57	  9.52e+08
     1337	    463	    188	      6.48	  5.12e+08
     1338	    462	    166	      5.29	   1.2e+09
     1339	    465	    180	      4.47	  6.52e+08
     1340	    463	    183	       5.2	  7.04e+08
     1341	    450	    166	      6.24	  1.31e+09
     1342	    443	    165	       5.1	  1.41e+09
     1343	    445	    161	      4.47	  1.46e+09
     1344	    475	    162	      4.69	  5.24e+08
     1345	    470	    165	      4.12	  9.51e+08
     1346	    507	    152	      19.7	  3.38e+08
     1347	    479	    154	      5.39	  5.44e+08
     1348	    473	    159	      3.16	  9.82e+08
     1349	    466	    160	      4.24	  1.25e+09
     1350	    440	    215	      6.48	  5.36e+08
     1351	    512	    455	      5.66	  7.26e+08
     1352	    504	    451	      4.47	  7.37e+08
     1353	    508	    448	       5.1	  7.03e+08
     1354	    512	    450	       5.2	  7.18e+08
     1355	    435	    167	      5.74	  1.53e+09
     1356	    433	    160	      5.74	  1.48e+09
     1357	    420	    186	      6.08	  1.44e+09
     1358	    402	    168	      2.24	  1.48e+09
     1359	    402	    166	      3.16	  1.37e+09
     1360	    422	    155	      2.83	  1.74e+09
     1361	    414	    153	      3.61	  7.33e+08
     1362	    409	    155	      4.69	  7.26e+08
     1363	    422	    150	      2.65	  1.06e+09
     1364	    416	    150	      2.83	  7.14e+08
     1365	    411	    184	      5.57	  7.95e+08
     1366	    393	    207	      8.12	  7.64e+08
     1367	    374	    176	      4.47	  3.87e+08
     1368	    360	    186	         5	  2.73e+08
     1369	    350	    255	      2.83	  1.28e+09
     1370	    347	    256	      4.12	  1.21e+09
     1371	    344	    263	      2.83	  1.59e+09
     1372	    341	    267	      2.65	  1.74e+09
     1373	    332	    272	         3	  1.54e+09
     1374	    319	    265	      4.69	  9.39e+08
     1375	    313	    267	       4.9	  1.02e+09
     1376	    305	    256	      5.39	  9.43e+08
     1377	    300	    257	      4.58	  1.09e+09
     1378	    292	    258	      3.32	  1.01e+09
     1379	    292	    252	      2.45	  1.15e+09
     1380	    293	    241	      3.46	   3.7e+08
     1381	    291	    248	      2.24	  5.77e+08
     1382	    291	    240	      4.24	  2.69e+08
     1383	    299	    246	      3.46	  1.04e+09
     1384	    296	    243	      3.32	   5.6e+08
     1385	    313	    227	      3.32	  4.43e+08
     1386	    302	    233	      4.24	  3.02e+08
     1387	    301	    228	      7.48	  2.31e+08
     1388	    306	    231	      4.12	  3.19e+08
     1389	    348	    194	      5.57	  2.43e+08
     1390	    344	    198	      5.29	  2.76e+08
     1391	    290	    252	      2.83	  9.33e+08
     1392	    290	    257	      2.83	  1.18e+09
     1393	    287	    258	      2.65	  1.15e+09
     1394	    284	    259	      3.16	  1.08e+09
     1395	    278	    257	      4.36	  4.19e+08
     1396	    287	    236	      8.12	  2.11e+08
     1397	    289	    248	      3.16	  3.86e+08
     1398	    281	    239	      8.77	  2.06e+08
     1399	    279	    262	      3.87	   9.3e+08
     1400	    272	    264	         4	  5.42e+08
     1401	    273	    259	      3.74	  3.85e+08
     1402	    427	    224	      5.39	   7.9e+08
     1403	    431	    238	      11.4	   4.5e+08
     1404	    418	    225	      5.48	  9.98e+08
     1405	    378	    293	      4.58	  7.98e+08
     1406	    373	    290	      2.24	  1.39e+09
     1407	    375	    287	      3.16	   1.8e+09
     1408	    383	    284	      4.36	  7.94e+08
     1409	    376	    284	      2.83	  2.34e+09
     1410	    385	    275	      3.16	  1.43e+09
     1411	    395	    275	      4.69	  6.09e+08
     1412	    388	    274	      2.83	  1.18e+09
     1413	    377	    270	      3.61	  1.53e+09
     1414	    373	    276	      3.16	  1.67e+09
     1415	    377	    267	      3.61	  1.77e+09
     1416	    377	    262	         4	  1.83e+09
     1417	    374	    283	         3	  2.71e+09
     1418	    371	    278	         2	  1.84e+09
     1419	    372	    286	         3	  2.82e+09
     1420	    371	    288	      2.24	  2.83e+09
     1421	    367	    286	         3	  2.48e+09
     1422	    361	    282	      3.46	  2.37e+09
     1423	    356	    280	      3.16	  2.12e+09
     1424	    359	    277	         3	  2.13e+09
     1425	    369	    276	         3	  2.12e+09
     1426	    355	    274	      2.65	  1.78e+09
     1427	    350	    273	      2.83	  2.03e+09
     1428	    353	    270	      2.24	  2.07e+09
     1429	    355	    277	      2.83	  1.77e+09
     1430	    349	    275	      2.65	  2.11e+09
     1431	    346	    273	      2.83	  2.27e+09
     1432	    344	    268	         3	  1.99e+09
     1433	    350	    264	      3.61	  2.23e+09
     1434	    346	    264	      2.65	  1.84e+09
     1435	    349	    259	      3.16	  1.56e+09
     1436	    364	    251	      2.83	  1.81e+09
     1437	    364	    245	      2.83	   1.5e+09
     1438	    362	    253	      2.65	  1.78e+09
     1439	    358	    257	      2.24	  1.95e+09
     1440	    356	    257	      1.73	  1.76e+09
     1441	    352	    257	         2	   1.5e+09
     1442	    354	    252	      3.32	  1.26e+09
     1443	    375	    257	      4.47	   1.5e+09
     1444	    366	    252	      2.65	  1.82e+09
     1445	    393	    231	      5.66	  1.13e+09
     1446	    377	    248	      3.87	  1.33e+09
     1447	    372	    243	         3	  1.81e+09
     1448	    378	    239	      2.83	  1.57e+09
     1449	    373	    240	      2.65	  1.67e+09
     1450	    371	    238	      3.16	  1.35e+09
     1451	    369	    242	      2.83	  1.62e+09
     1452	    365	    242	      3.46	   1.3e+09
     1453	    362	    243	      3.32	   1.2e+09
     1454	    400	    219	      5.39	  1.18e+09
     1455	    392	    218	      4.47	  9.49e+08
     1456	    394	    214	      5.92	  8.39e+08
     1457	    321	    284	      3.74	  1.58e+09
     1458	    317	    285	         4	  1.26e+09
     1459	    316	    276	      3.16	  1.23e+09
     1460	    319	    297	      2.65	  2.64e+09
     1461	    319	    304	      2.65	  2.78e+09
     1462	    317	    298	      2.65	  2.67e+09
     1463	    317	    310	      2.83	  2.52e+09
     1464	    317	    315	      3.32	  2.41e+09
     1465	    314	    299	      3.16	  2.34e+09
     1466	    308	    311	      2.83	   2.9e+09
     1467	    304	    308	      3.46	  2.35e+09
     1468	    302	    295	         3	  1.47e+09
     1469	    296	    301	      4.58	  1.54e+09
     1470	    312	    278	      3.32	  1.17e+09
     1471	    317	    318	      2.24	  2.28e+09
     1472	    314	    323	      3.16	  2.21e+09
     1473	    314	    317	         3	  2.53e+09
     1474	    313	    329	         4	  2.54e+09
     1475	    312	    316	      3.46	  2.64e+09
     1476	    312	    340	         3	   2.3e+09
     1477	    311	    345	      2.83	  2.49e+09
     1478	    308	    344	      2.45	  2.05e+09
     1479	    310	    350	         3	  3.07e+09
     1480	    308	    353	      2.45	  3.11e+09
     1481	    305	    354	      2.65	  2.67e+09
     1482	    304	    345	      2.83	  2.09e+09
     1483	    301	    354	      2.65	  1.93e+09
     1484	    297	    354	      3.32	  1.75e+09
     1485	    291	    349	      3.46	  2.04e+09
     1486	    297	    334	      3.16	  2.58e+09
     1487	    295	    338	      2.45	  2.49e+09
     1488	    289	    336	      3.46	  2.42e+09
     1489	    306	    319	      2.45	  2.86e+09
     1490	    302	    322	         3	  2.68e+09
     1491	    281	    356	      3.61	  1.97e+09
     1492	    288	    348	      3.16	  2.26e+09
     1493	    280	    353	      3.32	  2.12e+09
     1494	    278	    357	      2.83	  1.97e+09
     1495	    268	    358	       4.8	  1.62e+09
     1496	    279	    351	      2.65	  2.11e+09
     1497	    260	    349	      6.16	  1.34e+09
     1498	    286	    337	      3.46	  2.16e+09
     1499	    242	    327	      4.58	  1.22e+09
     1500	    241	    322	      2.83	  1.57e+09
     1501	    245	    323	      3.87	  1.28e+09
     1502	    249	    310	      3.61	  1.58e+09
     1503	    248	    323	       5.1	  1.16e+09
     1504	    242	    320	      2.65	  1.61e+09
     1505	    242	    315	      3.16	  2.07e+09
     1506	    246	    309	      2.45	  2.34e+09
     1507	    242	    312	      3.16	   2.3e+09
     1508	    242	    308	      3.16	  2.25e+09
     1509	    268	    292	      3.74	  1.24e+09
     1510	    255	    302	         4	  1.57e+09
     1511	    255	    308	         5	  1.36e+09
     1512	    249	    307	      3.46	  1.98e+09
     1513	    246	    306	      2.65	  2.48e+09
     1514	    243	    302	         3	  1.59e+09
     1515	    244	    298	      2.65	  1.18e+09
     1516	    244	    293	      2.24	  8.48e+08
     1517	    255	    286	      2.65	  1.25e+09
     1518	    254	    280	      3.46	   6.4e+08
     1519	    253	    288	         3	  1.34e+09
     1520	    248	    292	      3.74	  1.14e+09
     1521	    244	    290	         3	  5.85e+08
     1522	    245	    285	         3	  3.96e+08
     1523	    271	    284	      4.24	  1.37e+09
     1524	    268	    278	      2.65	  2.21e+09
     1525	    257	    279	      3.32	  7.68e+08
     1526	    259	    273	      3.16	  4.58e+08
     1527	    257	    275	         3	   4.4e+08
     1528	    253	    269	      5.39	  2.73e+08
     1529	    268	    274	      2.65	  1.48e+09
     1530	    262	    271	      3.61	  4.55e+08
     1531	    263	    267	      4.69	  3.43e+08
     1532	    301	    275	      3.87	  1.04e+09
     1533	    299	    282	      3.87	  1.09e+09
     1534	    296	    278	      4.36	  1.11e+09
     1535	    286	    290	      4.24	  1.32e+09
     1536	    290	    286	         3	  1.22e+09
     1537	    279	    269	      3.87	  1.28e+09
     1538	    278	    280	      3.46	  1.31e+09
     1539	    275	    283	         4	  1.36e+09
     1540	    270	    277	      2.83	  1.95e+09
     1541	    272	    268	      2.45	  1.02e+09
     1542	    270	    272	      2.83	  1.42e+09
     1543	    275	    266	      3.61	  1.07e+09
     1544	    285	    266	      4.47	  9.55e+08
     1545	    284	    262	      3.16	   1.2e+09
     1546	    287	    260	         3	  1.13e+09
     1547	    242	    293	         3	  6.07e+08
     1548	    242	    298	      2.24	  1.02e+09
     1549	    239	    291	      3.87	     4e+08
     1550	    241	    301	      2.83	  1.25e+09
     1551	    236	    305	      3.32	  9.27e+08
     1552	    233	    305	      2.45	   7.1e+08
     1553	    227	    303	      3.74	  3.49e+08
     1554	    239	    307	         3	  1.36e+09
     1555	    239	    313	      3.16	  2.21e+09
     1556	    236	    308	      2.65	  1.15e+09
     1557	    239	    316	      2.83	  2.22e+09
     1558	    239	    319	      2.83	  1.97e+09
     1559	    236	    319	      2.45	  2.03e+09
     1560	    234	    319	      2.65	  1.76e+09
     1561	    227	    312	      3.61	  6.17e+08
     1562	    233	    307	      2.45	  8.38e+08
     1563	    228	    310	         3	  5.91e+08
     1564	    228	    306	         3	  4.48e+08
     1565	    238	    322	      2.83	  1.88e+09
     1566	    238	    326	      3.74	  1.46e+09
     1567	    238	    337	      7.42	     1e+09
     1568	    234	    322	      2.83	  1.85e+09
     1569	    222	    339	       4.8	  1.05e+09
     1570	    215	    337	      2.83	  6.67e+08
     1571	    214	    335	      3.46	  5.85e+08
     1572	    210	    329	      4.47	  3.09e+08
     1573	    213	    329	         3	  4.24e+08
     1574	    216	    328	      2.45	  4.95e+08
     1575	    337	    351	      5.74	  5.79e+08
     1576	    333	    351	      4.24	  7.28e+08
     1577	    337	    346	      4.47	  7.25e+08
     1578	    331	    341	      2.65	  1.11e+09
     1579	    318	    347	      3.16	  3.33e+09
     1580	    313	    350	      2.45	  3.37e+09
     1581	    318	    344	      2.83	  3.63e+09
     1582	    314	    346	      3.16	  3.25e+09
     1583	    315	    341	      2.45	  2.66e+09
     1584	    316	    337	      2.65	  2.48e+09
     1585	    317	    331	      3.32	  2.61e+09
     1586	    318	    323	      3.32	  2.58e+09
     1587	    319	    318	      2.45	   2.3e+09
     1588	    330	    329	      3.16	  3.41e+09
     1589	    327	    334	      2.45	  3.84e+09
     1590	    324	    334	         2	  3.28e+09
     1591	    334	    306	      3.61	  2.68e+09
     1592	    331	    312	      3.16	  2.85e+09
     1593	    332	    308	      2.83	  2.59e+09
     1594	    329	    314	         3	  2.79e+09
     1595	    327	    300	         3	  2.39e+09
     1596	    324	    317	      3.61	  2.79e+09
     1597	    320	    316	      3.16	  2.27e+09
     1598	    321	    310	      3.16	  2.38e+09
     1599	    322	    303	      3.32	  2.51e+09
     1600	    322	    297	         3	  2.88e+09
     1601	    329	    288	      3.16	  2.74e+09
     1602	    327	    289	         3	  2.62e+09
     1603	    323	    292	         3	  2.61e+09
     1604	    325	    286	      3.46	  2.09e+09
     1605	    324	    279	      2.83	  1.47e+09
     1606	    369	    289	      2.65	  2.97e+09
     1607	    368	    293	      2.65	  2.49e+09
     1608	    365	    289	      2.83	  2.68e+09
     1609	    367	    296	      2.83	  1.79e+09
     1610	    361	    297	      2.83	  3.11e+09
     1611	    358	    294	         2	  2.56e+09
     1612	    353	    289	         3	  2.55e+09
     1613	    353	    285	      2.45	  2.58e+09
     1614	    361	    286	      3.32	   2.4e+09
     1615	    354	    283	         3	  2.42e+09
     1616	    359	    299	         2	  3.28e+09
     1617	    356	    306	      3.32	  2.93e+09
     1618	    351	    304	      3.32	  2.95e+09
     1619	    357	    296	         3	  2.79e+09
     1620	    348	    304	      2.65	  2.64e+09
     1621	    342	    299	      2.45	   2.6e+09
     1622	    348	    302	      2.45	  2.68e+09
     1623	    345	    298	      2.45	  2.74e+09
     1624	    341	    286	      2.65	  2.28e+09
     1625	    335	    273	         3	  1.72e+09
     1626	    353	    280	      3.16	  1.78e+09
     1627	    347	    277	      2.65	  2.21e+09
     1628	    351	    283	      2.83	  1.84e+09
     1629	    346	    284	         3	  1.97e+09
     1630	    344	    286	      2.65	  1.86e+09
     1631	    343	    275	      3.61	  2.32e+09
     1632	    371	    305	       5.1	  7.58e+08
     1633	    370	    297	      3.16	  1.01e+09
     1634	    370	    294	         3	  1.31e+09
     1635	    372	    291	      2.65	  1.73e+09
     1636	    263	    394	      4.69	  6.59e+08
     1637	    287	    388	      4.36	  6.41e+08
     1638	    292	    376	      4.24	  1.07e+09
     1639	    283	    388	      3.61	  7.67e+08
     1640	    277	    390	      5.74	   7.5e+08
     1641	    264	    382	      2.65	  1.33e+09
     1642	    270	    364	      5.57	  1.72e+09
     1643	    289	    365	      2.83	  1.26e+09
     1644	    285	    357	      3.74	  1.88e+09
     1645	    323	    374	      10.2	  4.55e+08
     1646	    300	    362	         3	  2.74e+09
     1647	    292	    365	         3	   1.6e+09
     1648	    291	    361	      2.65	  1.41e+09
     1649	    294	    357	      3.32	  1.58e+09
     1650	    300	    357	      2.45	  2.07e+09
     1651	    300	    359	         2	  2.66e+09
     1652	    297	    357	         3	  1.66e+09
     1653	    303	    362	      2.45	  2.89e+09
     1654	    303	    359	      2.83	  2.95e+09
     1655	    303	    356	      2.45	  2.55e+09
     1656	    307	    356	      2.65	  3.14e+09
     1657	    262	    382	      2.45	  1.52e+09
     1658	    260	    393	      3.74	  9.19e+08
     1659	    219	    349	      5.92	  8.66e+08
     1660	    211	    345	      4.12	  5.41e+08
     1661	    598	    346	      37.1	  6.08e+08
     1662	    500	    482	      8.66	  6.84e+08
     1663	    490	    483	      8.25	  7.03e+08
     1664	    490	    478	         6	  7.15e+08
     1665	    494	    473	      6.93	  7.08e+08
     1666	    500	    475	      7.21	  6.89e+08
     1667	    610	    450	      16.9	  5.98e+08
     1668	    542	    532	      23.7	   6.7e+08
     1669	    450	    613	      5.29	   6.4e+08
     1670	    482	    127	       5.1	  3.54e+08
     1671	    484	    109	      16.2	  1.62e+08
     1672	    482	     73	        35	  1.46e+08
     1673	    449	    173	      7.28	  1.26e+09
     1674	    604	    427	      25.9	     6e+08
     1675	    494	    418	      10.8	  6.31e+08
     1676	    517	    508	      13.5	  6.65e+08
     1677	    502	    498	      10.7	  6.87e+08
     1678	    507	    489	      8.89	  6.84e+08
     1679	    494	    519	      17.2	   6.8e+08
     1680	    480	    496	      11.9	  7.04e+08
     1681	    440	    498	      20.7	  7.03e+08
     1682	    460	    481	      8.66	  7.25e+08
     1683	    467	    479	      7.87	  7.07e+08
     1684	    461	    470	      8.72	   6.9e+08
     1685	    454	    465	      9.06	  6.55e+08
     1686	    457	    458	      9.59	  6.59e+08
     1687	    307	    287	      4.24	  1.18e+09
     1688	    341	    534	      23.7	  6.04e+08
     1689	    159	    450	      9.64	  2.56e+08
     1690	     46	    409	      65.9	  1.45e+08
     1691	    132	    412	      42.5	  1.49e+08
     1692	    172	    431	         9	  3.27e+08
     1693	    234	    353	      8.12	  8.55e+08
     1694	    470	    584	      17.5	  6.68e+08
     1695	    487	    613	      6.24	  6.83e+08
     1696	    510	    479	      8.66	  6.89e+08
     1697	    277	    305	      4.36	  1.28e+09
     1698	    362	    325	      5.57	  5.85e+08
     1699	    225	    434	       5.1	  6.06e+08
     1700	    213	    432	      9.59	  4.98e+08
     1701	    247	    456	      19.7	  3.57e+08
     1702	    228	    438	      4.36	  4.75e+08
     1703	    232	    439	      5.83	  3.97e+08
     1704	    438	    614	      4.47	   6.3e+08
     1705	    458	    600	      11.4	  6.72e+08
     1706	    441	    157	         5	  1.48e+09
     1707	    582	    307	      27.8	  5.83e+08
     1708	    477	    477	      6.48	  7.33e+08
     1709	    468	    470	      7.62	  7.19e+08
     1710	    447	    474	      12.3	  6.62e+08
     1711	    478	    442	      10.3	   6.6e+08
     1712	    467	    454	      8.37	  6.72e+08
     1713	    332	    244	      5.66	  8.82e+08
     1714	    332	    237	      4.69	  8.17e+08
     1715	    343	    243	      6.48	  1.01e+09
     1716	    341	    237	      6.24	  9.06e+08
     1717	    262	    342	       5.2	  1.27e+09
     1718	    345	    353	      7.75	  4.72e+08
     1719	    326	    357	      5.29	  7.66e+08
     1720	    363	    293	         3	  3.03e+09
     1721	    327	    212	       4.8	  2.68e+08
     1722	    355	    335	      7.75	  5.35e+08
     1723	    235	    380	       5.1	  8.18e+08
     1724	    236	    384	       4.8	     9e+08
     1725	    229	    390	      7.07	  7.03e+08
     1726	    535	    610	      5.83	  6.67e+08
     1727	    447	    153	      4.36	  1.56e+09
     1728	    648	    335	      17.1	     5e+08
     1729	    402	    194	      7.55	  7.36e+08
     1730	    491	    614	      5.39	  6.82e+08
     1731	    347	    217	      8.37	  6.95e+08
     1732	    269	    323	       5.2	  1.25e+09
     1733	    326	    321	         3	   2.8e+09
     1734	    367	    319	      6.24	  5.63e+08
     1735	    368	    326	      10.3	  4.75e+08
     1736	    240	    473	      18.9	   3.6e+08
     1737	    216	    465	      7.42	  4.01e+08
     1738	    217	    458	         5	  4.63e+08
     1739	    213	    456	      5.66	   5.3e+08
     1740	    209	    464	      5.66	  5.39e+08
     1741	    424	    612	      6.71	  6.23e+08
     1742	    415	    614	      7.07	   6.5e+08
     1743	    445	    614	      4.36	  6.63e+08
     1744	    439	    608	      8.72	  6.42e+08
     1745	    470	    128	      3.87	  3.69e+08
     1746	    450	    155	      3.61	  1.55e+09
     1747	    497	    464	      6.71	  7.17e+08
     1748	    419	    214	      6.48	     1e+09
     1749	    377	    194	      7.62	  6.55e+08
     1750	    370	    199	      8.89	  6.61e+08
     1751	    404	    151	      4.36	  3.24e+08
     1752	    313	    242	      5.66	  8.24e+08
     1753	    319	    242	      5.57	  8.28e+08
     1754	    411	    245	      4.47	  7.36e+08
     1755	    408	    237	      5.74	  1.02e+09
     1756	    383	    299	      5.66	  5.58e+08
     1757	    385	    295	       5.2	  6.41e+08
     1758	    413	    308	      21.7	  4.34e+08
     1759	    378	    289	         3	   8.5e+08
     1760	    371	    282	      3.46	  2.25e+09
     1761	    360	    246	      3.46	   1.3e+09
     1762	    369	    219	      7.94	  7.82e+08
     1763	    317	    302	      2.65	   3.1e+09
     1764	    303	    269	      5.29	  1.04e+09
     1765	    269	    330	      4.69	  1.34e+09
     1766	    271	    326	      3.74	  1.34e+09
     1767	    298	    273	       4.8	   1.1e+09
     1768	    365	    292	      2.24	  3.01e+09
     1769	    365	    299	      2.83	  1.63e+09
     1770	    209	    356	      6.24	  5.22e+08
     1771	    311	    599	      12.6	   5.8e+08
     1772	    484	    257	        25	  4.32e+08
     1773	    517	    455	      6.08	  6.99e+08
     1774	    359	    268	      3.32	  1.63e+09
     1775	    211	    490	      9.95	  3.38e+08
     1776	    210	    482	      9.54	  3.76e+08
     1777	    342	    589	      15.4	  5.89e+08
     1778	    357	    606	        11	  6.36e+08
     1779	    484	    462	      4.47	  7.44e+08
     1780	    284	    407	      12.1	  4.22e+08
     1781	    569	    594	        17	  6.72e+08
     1782	    546	    610	         8	   6.7e+08
     1783	    552	    599	      17.3	  6.79e+08
     1784	    564	    609	      11.1	  6.54e+08
     1785	    427	    606	      10.2	  6.43e+08
     1786	    535	    461	      7.62	   6.7e+08
     1787	    536	    468	      10.9	  6.67e+08
     1788	    356	    191	         5	   3.2e+08
     1789	    354	    248	      4.24	  1.12e+09
     1790	    387	    212	      7.68	  7.92e+08
     1791	    243	    282	      4.47	  3.12e+08
     1792	    245	    279	         5	  2.81e+08
     1793	    202	    476	      8.06	  4.54e+08
     1794	    200	    481	      7.68	  5.17e+08
     1795	    187	    476	      13.5	  3.68e+08
     1796	    329	    612	      6.93	  5.95e+08
     1797	    479	    615	      5.39	  7.29e+08
     1798	    393	    596	      16.5	  6.48e+08
     1799	    538	    609	      6.86	   6.7e+08
     1800	    415	    251	      7.94	  5.15e+08
     1801	    439	    153	      4.12	  1.48e+09
     1802	    437	    209	      5.74	  9.41e+08
     1803	    509	    462	      7.14	  7.16e+08
     1804	    414	    148	      3.87	  4.86e+08
     1805	    379	    286	      3.46	  9.46e+08
     1806	    377	    281	         3	  2.48e+09
     1807	    258	    315	      6.71	  1.13e+09
     1808	    365	    294	      2.24	  2.97e+09
     1809	    367	    299	         3	  1.02e+09
     1810	    373	    297	      3.87	  8.45e+08
     1811	    544	    231	      30.5	  4.34e+08
     1812	    570	    184	      43.4	  3.74e+08
     1813	    623	    452	      19.5	  5.87e+08
     1814	    111	    563	      38.5	  1.64e+08
     1815	    143	    572	      33.4	  2.72e+08
     1816	    547	    436	      15.1	  6.72e+08
     1817	    536	    432	      12.8	  6.81e+08
     1818	    525	    422	      9.54	  7.15e+08
     1819	    525	    414	      10.1	  7.08e+08
     1820	    446	    431	      15.5	  6.78e+08
     1821	    329	    572	      15.6	  6.03e+08
     1822	    317	    569	      12.8	  6.09e+08
     1823	    316	    555	      16.2	  5.66e+08
     1824	    532	    489	        13	  6.67e+08
     1825	    543	    491	        17	  6.55e+08
     1826	    546	    453	      10.3	   6.7e+08
     1827	    269	    310	         6	  1.09e+09
     1828	    294	    387	       4.8	  6.31e+08
     1829	    292	    392	      7.07	  5.19e+08
     1830	    243	    384	      4.36	  1.14e+09
     1831	    239	    384	         4	  1.02e+09
     1832	    627	    586	      23.2	  6.05e+08
     1833	    325	    246	      5.74	   8.8e+08
     1834	    263	    330	      5.66	  1.24e+09
     1835	    263	    322	      6.71	  1.15e+09
     1836	    356	    416	      28.7	  4.67e+08
     1837	    244	    388	      4.47	  1.02e+09
     1838	    525	    573	      19.5	  6.72e+08
     1839	    230	    454	      10.9	  3.53e+08
     1840	    383	    609	        11	  6.35e+08
     1841	    369	    612	      10.6	   6.3e+08
     1842	    371	    601	      12.4	  6.27e+08
     1843	    217	    319	      4.12	  3.36e+08
     1844	    375	    171	      5.83	  2.55e+08
     1845	    284	    304	      3.61	  1.36e+09
     1846	    280	    310	      4.24	  1.25e+09
     1847	    434	    190	       6.4	  1.23e+09
     1848	    318	    255	      5.83	  9.08e+08
     1849	    312	    257	      5.39	  9.61e+08
     1850	    265	    354	      4.69	  1.58e+09
     1851	    275	    292	       4.9	  1.34e+09
     1852	    200	    350	      6.32	  3.28e+08
     1853	    193	    341	      11.8	   1.8e+08
     1854	    200	    340	      6.71	  2.55e+08
     1855	    206	    344	      4.69	  4.37e+08
     1856	    371	    315	      6.63	  5.39e+08
     1857	    293	    383	         4	  6.94e+08
     1858	    289	    384	      3.74	  7.45e+08
     1859	    355	    480	      13.9	  5.63e+08
     1860	    364	    459	      15.7	  5.38e+08
     1861	    203	    488	      7.87	  3.94e+08
     1862	    219	    501	        19	  3.55e+08
     1863	    343	    603	      11.3	  5.97e+08
     1864	    309	    612	      8.49	  5.71e+08
     1865	    554	    614	       4.9	  6.73e+08
     1866	    578	    602	      13.2	  6.59e+08
     1867	    540	    458	      9.64	  6.77e+08
     1868	    530	    451	       9.9	  6.79e+08
     1869	    478	    452	      8.43	  6.77e+08
     1870	    519	    433	      7.62	     7e+08
     1871	    322	    607	      7.55	  5.69e+08
     1872	    293	    236	         5	  2.38e+08
     1873	    517	    448	      7.81	  7.05e+08
     1874	    447	    610	      5.57	  6.48e+08
     1875	    504	    134	      12.8	  3.39e+08
     1876	    515	    300	      13.2	  5.32e+08
     1877	    506	    304	      11.7	  5.44e+08
     1878	    488	    285	      15.2	  4.71e+08
     1879	    473	    297	        23	  4.71e+08
