
***             Voronoi Diagram k = 2444         ***
index	sx	sy	ls	mi
      635	    338	    259	      4.12	  1.08e+09
      636	    337	    270	      3.61	   1.7e+09
      637	    334	    260	         4	  1.06e+09
      638	    334	    269	         4	  1.41e+09
      639	    330	    270	      3.46	  1.27e+09
      640	    328	    259	       4.8	  9.72e+08
      641	    331	    259	      3.61	  1.07e+09
      642	    328	    272	      3.87	  1.34e+09
      643	    324	    271	      4.58	  1.18e+09
      644	    320	    269	      4.47	  1.11e+09
      645	    323	    259	         5	   8.9e+08
      646	    326	    262	      4.36	  1.02e+09
      647	    319	    260	      4.58	  9.41e+08
      648	    316	    268	      3.87	  1.06e+09
      649	    309	    262	         6	   9.5e+08
      650	    320	    235	       5.2	  7.96e+08
      651	    317	    247	       6.4	  8.49e+08
      652	    313	    237	         5	     9e+08
      653	    317	    233	      4.47	  8.34e+08
      654	    312	    251	      5.74	  8.64e+08
      655	    302	    262	      6.16	  9.83e+08
      656	    307	    252	       4.9	  9.19e+08
      657	    301	    250	      4.58	   9.7e+08
      658	    296	    259	      4.69	  9.67e+08
      659	    293	    255	      3.61	  1.17e+09
      660	    292	    245	      3.87	  4.12e+08
      661	    296	    246	      3.74	  8.57e+08
      662	    316	    229	         4	  7.39e+08
      663	    310	    234	      3.74	  7.64e+08
      664	    306	    234	      3.61	  5.31e+08
      665	    298	    217	      13.9	  1.75e+08
      666	    307	    221	      6.63	   2.1e+08
      667	    360	    200	      6.48	     6e+08
      668	    350	    200	      4.36	  5.53e+08
      669	    349	    188	      7.94	     2e+08
      670	    352	    207	      8.06	  6.65e+08
      671	    340	    205	      4.58	  3.88e+08
      672	    340	    200	      6.32	  2.34e+08
      673	    347	    202	      4.58	  5.35e+08
      674	    288	    255	      3.32	  1.03e+09
      675	    281	    259	      3.46	  7.96e+08
      676	    279	    252	      4.47	   3.3e+08
      677	    281	    245	      5.57	   2.5e+08
      678	    287	    245	      5.29	  2.94e+08
      679	    275	    261	      3.61	  5.93e+08
      680	    267	    264	      5.39	  3.55e+08
      681	    261	    261	      7.48	  2.52e+08
      682	    256	    251	      14.9	  1.77e+08
      683	    266	    249	      10.3	  2.08e+08
      684	    273	    255	      5.39	  2.74e+08
      685	    425	    229	      6.16	  6.52e+08
      686	    416	    219	      6.08	  1.01e+09
      687	    419	    241	      5.29	  5.74e+08
      688	    408	    243	       5.1	  9.12e+08
      689	    413	    240	       4.9	  7.86e+08
      690	    392	    300	      11.5	  4.47e+08
      691	    376	    290	      3.16	  9.97e+08
      692	    379	    283	         3	  1.56e+09
      693	    387	    289	      4.58	  6.77e+08
      694	    392	    283	      5.74	  5.78e+08
      695	    388	    285	      4.36	  6.62e+08
      696	    381	    280	      4.12	   1.7e+09
      697	    382	    276	         4	  2.09e+09
      698	    390	    276	         4	  6.93e+08
      699	    378	    274	      3.87	  1.53e+09
      700	    377	    277	      3.61	  1.93e+09
      701	    368	    271	      4.58	  2.11e+09
      702	    370	    267	      4.58	  1.92e+09
      703	    374	    265	      4.24	  1.91e+09
      704	    373	    280	         3	  2.12e+09
      705	    369	    286	      2.45	  2.61e+09
      706	    359	    280	      2.83	  2.44e+09
      707	    362	    277	      3.87	  2.37e+09
      708	    365	    275	         4	  2.28e+09
      709	    353	    272	      2.24	  1.85e+09
      710	    352	    276	      3.32	  1.77e+09
      711	    344	    271	      3.16	  2.21e+09
      712	    348	    262	      2.65	  1.72e+09
      713	    364	    248	      3.61	  1.81e+09
      714	    360	    255	      3.16	  1.85e+09
      715	    354	    255	      2.83	  1.41e+09
      716	    358	    244	         4	  1.08e+09
      717	    373	    260	      4.47	  1.59e+09
      718	    368	    261	       4.9	   1.5e+09
      719	    363	    257	      3.61	  1.71e+09
      720	    368	    249	      3.74	  1.87e+09
      721	    371	    253	      4.47	  1.46e+09
      722	    388	    240	      5.92	  1.18e+09
      723	    389	    232	      4.47	  1.23e+09
      724	    384	    245	      5.57	  1.29e+09
      725	    373	    248	      3.61	  1.55e+09
      726	    371	    246	      2.83	  1.91e+09
      727	    375	    238	      3.16	  1.44e+09
      728	    371	    235	      4.47	  1.16e+09
      729	    368	    245	         3	   1.9e+09
      730	    361	    239	      5.48	  9.95e+08
      731	    382	    224	      5.29	  9.83e+08
      732	    374	    227	      4.47	  9.19e+08
      733	    370	    226	         6	  8.63e+08
      734	    380	    217	      7.21	  8.02e+08
      735	    395	    221	      4.58	  1.23e+09
      736	    396	    226	      5.92	  1.14e+09
      737	    389	    226	      4.58	   1.3e+09
      738	    387	    224	      4.12	  1.15e+09
      739	    385	    219	      5.83	  8.61e+08
      740	    323	    276	      4.12	  1.31e+09
      741	    320	    288	      3.87	   1.7e+09
      742	    314	    281	      4.12	  1.21e+09
      743	    318	    274	      4.47	  1.23e+09
      744	    319	    300	      2.65	  3.02e+09
      745	    315	    312	      2.45	  2.38e+09
      746	    313	    312	      2.65	  2.81e+09
      747	    313	    302	      3.32	  2.75e+09
      748	    310	    301	      3.61	  2.17e+09
      749	    310	    312	      3.16	  2.96e+09
      750	    303	    304	      4.47	  2.09e+09
      751	    307	    301	      4.24	  1.93e+09
      752	    303	    298	         4	  1.75e+09
      753	    300	    302	      4.69	  1.79e+09
      754	    294	    297	      3.87	  1.31e+09
      755	    299	    288	      4.24	   1.1e+09
      756	    313	    272	      4.69	  1.06e+09
      757	    309	    280	      4.69	  1.08e+09
      758	    304	    281	       5.2	  1.09e+09
      759	    307	    268	      5.48	  1.01e+09
      760	    315	    320	      2.83	  2.31e+09
      761	    312	    333	      3.87	  2.75e+09
      762	    308	    332	      4.24	  2.25e+09
      763	    311	    320	      3.46	  2.58e+09
      764	    311	    342	      3.16	  2.25e+09
      765	    309	    352	      2.24	  3.25e+09
      766	    304	    351	      3.61	  2.04e+09
      767	    303	    347	      3.87	  1.84e+09
      768	    299	    352	      3.46	  1.77e+09
      769	    292	    354	      3.61	  1.89e+09
      770	    291	    344	      4.47	  2.38e+09
      771	    295	    345	      3.74	  2.13e+09
      772	    298	    348	      4.24	  2.09e+09
      773	    298	    330	      3.87	  2.75e+09
      774	    293	    339	      3.46	  2.51e+09
      775	    290	    339	      3.46	  2.61e+09
      776	    290	    332	      3.87	   2.3e+09
      777	    295	    328	      4.69	   2.4e+09
      778	    309	    319	      3.46	  2.81e+09
      779	    307	    328	      4.58	  2.38e+09
      780	    302	    328	      4.36	  2.71e+09
      781	    300	    325	      4.47	  2.63e+09
      782	    288	    354	      3.46	  1.89e+09
      783	    281	    349	      3.32	  2.19e+09
      784	    284	    346	      3.61	  2.35e+09
      785	    287	    345	      3.16	  2.49e+09
      786	    276	    355	      3.46	  1.91e+09
      787	    272	    356	      3.87	  1.68e+09
      788	    268	    352	      4.12	  1.64e+09
      789	    271	    348	      4.58	  1.68e+09
      790	    276	    350	      3.87	  1.71e+09
      791	    268	    345	      4.24	  1.48e+09
      792	    265	    349	      4.58	  1.48e+09
      793	    261	    335	         7	  1.21e+09
      794	    267	    340	      5.39	   1.4e+09
      795	    278	    330	      3.74	  1.52e+09
      796	    276	    335	      4.36	  1.62e+09
      797	    270	    335	      5.48	  1.44e+09
      798	    274	    328	      3.61	  1.48e+09
      799	    287	    341	      3.74	  2.45e+09
      800	    283	    340	      4.12	  1.88e+09
      801	    280	    336	      3.74	  1.85e+09
      802	    281	    331	         4	  1.73e+09
      803	    286	    332	         4	  1.91e+09
      804	    242	    333	      5.74	  1.07e+09
      805	    242	    324	         3	  1.29e+09
      806	    252	    312	       4.9	  1.32e+09
      807	    253	    317	      5.66	  1.18e+09
      808	    250	    320	       5.1	  1.22e+09
      809	    244	    318	      3.74	   1.5e+09
      810	    243	    310	      2.83	   2.5e+09
      811	    275	    297	      4.69	  1.22e+09
      812	    267	    296	      4.24	  1.18e+09
      813	    268	    288	      3.87	  1.58e+09
      814	    272	    288	      4.36	  1.33e+09
      815	    268	    303	      5.39	  1.14e+09
      816	    258	    306	      4.58	  1.27e+09
      817	    259	    301	      4.47	  1.29e+09
      818	    264	    299	      4.47	  1.17e+09
      819	    253	    299	      4.12	   2.4e+09
      820	    252	    304	      4.12	  1.87e+09
      821	    245	    305	         3	  2.36e+09
      822	    246	    295	      3.32	  1.16e+09
      823	    250	    296	         4	  1.99e+09
      824	    256	    283	      3.61	  1.08e+09
      825	    250	    289	      3.87	  1.04e+09
      826	    246	    288	      3.32	     6e+08
      827	    248	    275	      4.58	  2.82e+08
      828	    251	    274	      3.61	  3.01e+08
      829	    269	    281	      3.61	   1.7e+09
      830	    265	    283	         4	  2.23e+09
      831	    260	    281	      3.74	  1.47e+09
      832	    256	    272	      3.46	  3.61e+08
      833	    258	    268	      4.47	  3.22e+08
      834	    265	    271	      3.61	  6.45e+08
      835	    299	    278	      3.74	  1.14e+09
      836	    297	    269	       4.8	  1.06e+09
      837	    295	    286	         4	  1.14e+09
      838	    291	    295	         4	  1.26e+09
      839	    287	    295	      3.74	  1.38e+09
      840	    284	    287	      4.47	   1.3e+09
      841	    284	    294	         4	  1.38e+09
      842	    280	    293	      5.29	  1.33e+09
      843	    277	    287	      4.69	  1.31e+09
      844	    280	    285	      4.58	  1.25e+09
      845	    279	    272	         4	  1.13e+09
      846	    277	    277	      4.24	  1.22e+09
      847	    273	    279	         4	   1.4e+09
      848	    269	    269	      3.74	  7.66e+08
      849	    278	    266	      3.46	  1.45e+09
      850	    296	    264	      5.39	  9.79e+08
      851	    291	    269	      5.57	  9.02e+08
      852	    285	    270	       4.8	   8.8e+08
      853	    282	    264	      3.46	  1.33e+09
      854	    290	    262	         5	  9.19e+08
      855	    242	    273	      9.59	  2.06e+08
      856	    241	    287	      4.12	  3.54e+08
      857	    237	    286	      5.57	  2.79e+08
      858	    228	    278	        12	  1.82e+08
      859	    228	    262	        32	  1.53e+08
      860	    240	    296	      3.46	  6.99e+08
      861	    239	    304	      3.32	  1.21e+09
      862	    231	    303	      3.46	  4.76e+08
      863	    232	    297	      3.87	  3.56e+08
      864	    236	    295	      4.12	  4.26e+08
      865	    238	    310	         3	  1.73e+09
      866	    237	    317	      2.83	  2.06e+09
      867	    231	    318	      4.12	  1.25e+09
      868	    230	    314	      4.24	  9.02e+08
      869	    230	    308	      2.83	  6.65e+08
      870	    236	    324	      2.65	  1.73e+09
      871	    237	    331	      5.48	  1.21e+09
      872	    231	    334	      6.24	  1.19e+09
      873	    228	    329	       5.1	  1.36e+09
      874	    232	    324	      3.74	  1.66e+09
      875	    225	    335	         5	  1.15e+09
      876	    217	    339	      4.12	  7.89e+08
      877	    214	    332	      3.61	   5.2e+08
      878	    218	    330	      3.61	  7.08e+08
      879	    223	    331	      4.47	   9.7e+08
      880	    224	    308	       4.8	  3.29e+08
      881	    223	    313	       4.8	  4.34e+08
      882	    218	    315	      5.29	  3.02e+08
      883	    208	    311	       9.7	  1.98e+08
      884	    204	    300	      23.6	  1.59e+08
      885	    213	    341	         4	  5.89e+08
      886	    203	    346	      5.39	  3.36e+08
      887	    202	    335	      8.54	  2.04e+08
      888	    209	    334	       4.9	  3.26e+08
      889	    342	    388	      22.7	  4.25e+08
      890	    327	    366	      8.25	     5e+08
      891	    331	    357	      6.08	   6.1e+08
      892	    339	    341	       4.8	  8.03e+08
      893	    334	    348	      3.61	   7.9e+08
      894	    331	    337	      3.74	   1.5e+09
      895	    334	    335	       4.8	  1.27e+09
      896	    323	    361	      5.66	  7.08e+08
      897	    319	    358	       4.9	  9.05e+08
      898	    323	    353	      5.29	  9.79e+08
      899	    328	    352	         5	  8.59e+08
      900	    319	    350	      4.12	  1.15e+09
      901	    316	    355	      4.58	   1.1e+09
      902	    312	    353	      3.46	  2.99e+09
      903	    315	    343	      2.65	   2.9e+09
      904	    322	    321	      2.83	  3.03e+09
      905	    321	    332	      3.74	  2.58e+09
      906	    316	    334	      3.32	  2.43e+09
      907	    319	    321	         3	  2.46e+09
      908	    332	    331	      3.74	  3.55e+09
      909	    328	    332	      3.61	  3.92e+09
      910	    324	    332	      2.83	  2.85e+09
      911	    324	    321	      1.73	  3.12e+09
      912	    341	    308	      3.32	  2.74e+09
      913	    338	    309	         4	  2.75e+09
      914	    334	    302	      3.61	  2.28e+09
      915	    338	    300	      3.87	   2.4e+09
      916	    335	    311	      4.12	  2.72e+09
      917	    326	    314	      3.46	  2.65e+09
      918	    329	    304	      4.12	   2.2e+09
      919	    325	    303	      3.74	  2.46e+09
      920	    324	    313	      3.16	  2.21e+09
      921	    320	    313	      3.16	  2.37e+09
      922	    323	    300	         3	  2.45e+09
      923	    330	    285	      3.46	  2.66e+09
      924	    324	    289	      3.16	   2.2e+09
      925	    326	    277	      3.32	  1.46e+09
      926	    329	    277	      3.74	  1.75e+09
      927	    336	    285	      3.16	  2.15e+09
      928	    333	    285	      3.74	  2.55e+09
      929	    331	    276	      3.32	  1.88e+09
      930	    334	    277	      3.46	  2.12e+09
      931	    367	    291	      2.24	  3.06e+09
      932	    364	    297	      2.83	  2.73e+09
      933	    356	    292	      3.32	  2.59e+09
      934	    356	    287	      3.87	  2.58e+09
      935	    358	    284	      3.61	  2.45e+09
      936	    361	    301	      3.61	  2.13e+09
      937	    359	    304	      4.36	  1.81e+09
      938	    352	    306	      3.32	  3.37e+09
      939	    351	    299	      4.12	  2.73e+09
      940	    353	    296	      3.87	  2.69e+09
      941	    347	    307	      3.32	  2.84e+09
      942	    344	    307	      3.61	  2.75e+09
      943	    341	    300	      2.65	  2.74e+09
      944	    346	    300	         3	  2.78e+09
      945	    339	    284	         3	  2.21e+09
      946	    337	    275	      3.32	  2.14e+09
      947	    350	    279	      3.46	  1.78e+09
      948	    347	    281	      3.32	  1.86e+09
      949	    342	    282	      3.61	  2.18e+09
      950	    340	    275	      3.74	  2.38e+09
      951	    377	    312	      8.66	  4.91e+08
      952	    366	    314	      4.69	  7.03e+08
      953	    364	    308	      4.47	  9.33e+08
      954	    366	    304	       4.9	  9.64e+08
      955	    394	    312	      17.6	  4.43e+08
      956	    379	    307	      6.08	  5.55e+08
      957	    371	    301	      3.46	   8.7e+08
      958	    373	    294	      3.46	  9.32e+08
      959	    270	    394	      6.86	  6.47e+08
      960	    264	    390	         5	  7.61e+08
      961	    290	    381	      3.61	  9.13e+08
      962	    285	    384	         4	  8.94e+08
      963	    283	    379	      4.12	  1.39e+09
      964	    287	    374	      4.12	   1.7e+09
      965	    290	    373	      3.32	  1.98e+09
      966	    281	    385	      4.24	  9.53e+08
      967	    275	    380	         4	  1.03e+09
      968	    279	    381	      4.12	  1.16e+09
      969	    271	    377	      4.69	  1.49e+09
      970	    271	    387	      5.83	   7.8e+08
      971	    265	    386	      4.69	  1.04e+09
      972	    268	    373	      6.08	  1.63e+09
      973	    276	    365	       5.1	  1.71e+09
      974	    272	    360	      4.12	  1.84e+09
      975	    277	    360	      4.47	  1.88e+09
      976	    289	    369	         4	  1.67e+09
      977	    285	    368	      4.12	  1.28e+09
      978	    282	    365	      4.24	   1.7e+09
      979	    282	    360	      4.36	  1.73e+09
      980	    288	    359	      3.87	  1.78e+09
      981	    321	    381	      12.6	  4.29e+08
      982	    312	    367	      3.87	   8.1e+08
      983	    316	    362	       4.9	  8.06e+08
      984	    321	    367	      6.08	  5.88e+08
      985	    315	    384	      10.5	  4.42e+08
      986	    326	    403	      23.3	  4.16e+08
      987	    300	    383	      5.92	  6.16e+08
      988	    301	    376	       5.1	  7.77e+08
      989	    294	    380	      3.87	   7.5e+08
      990	    293	    372	      3.32	  1.91e+09
      991	    296	    372	      4.24	  1.07e+09
      992	    299	    365	      3.61	  2.54e+09
      993	    296	    367	      3.61	  2.48e+09
      994	    293	    368	      3.16	  2.17e+09
      995	    292	    358	      3.16	  1.68e+09
      996	    299	    359	      2.24	  1.95e+09
      997	    313	    360	      4.58	  9.79e+08
      998	    309	    365	       4.9	   8.8e+08
      999	    304	    363	      3.32	  1.41e+09
     1000	    305	    358	      2.65	  3.08e+09
     1001	    310	    357	      3.61	  2.08e+09
     1002	    260	    384	      4.36	  1.42e+09
     1003	    255	    383	      4.47	   1.3e+09
     1004	    260	    374	       5.1	  1.42e+09
     1005	    255	    374	         5	  1.43e+09
     1006	    250	    375	      5.57	  1.39e+09
     1007	    249	    361	      5.39	  1.23e+09
     1008	    249	    368	      3.74	  1.41e+09
     1009	    245	    370	      4.47	  1.28e+09
     1010	    240	    366	      5.74	  9.08e+08
     1011	    244	    356	         7	  1.01e+09
     1012	    258	    358	      5.92	  1.46e+09
     1013	    253	    357	       5.1	  1.32e+09
     1014	    250	    354	      5.74	  1.03e+09
     1015	    259	    389	      4.69	  1.23e+09
     1016	    257	    401	      7.07	  6.05e+08
     1017	    251	    395	      4.24	  1.03e+09
     1018	    254	    387	       4.8	  1.26e+09
     1019	    248	    394	         4	  1.08e+09
     1020	    241	    392	       5.1	  9.37e+08
     1021	    217	    356	      6.32	  7.59e+08
     1022	    205	    351	         5	  4.34e+08
     1023	    215	    345	      4.36	   7.4e+08
     1024	    231	    343	      7.42	   9.3e+08
     1025	    220	    343	       5.2	  1.01e+09
     1026	    227	    340	      5.57	  1.05e+09
     1027	    248	    556	      35.8	  4.23e+08
     1028	    448	    604	      10.5	  6.51e+08
     1029	    479	    321	      21.9	  5.09e+08
     1030	    457	    270	      24.5	  4.24e+08
     1031	    479	    409	      11.7	   6.8e+08
     1032	    487	    403	      10.9	  6.69e+08
     1033	    516	    462	      7.68	  6.57e+08
     1034	    522	    457	      7.21	  6.76e+08
     1035	    510	    443	      6.63	   7.1e+08
     1036	    502	    446	      5.92	  7.49e+08
     1037	    361	    264	      2.83	  1.67e+09
     1038	    357	    266	      2.83	  1.93e+09
     1039	    357	    263	      3.16	  1.91e+09
     1040	    379	    229	      4.69	  1.14e+09
     1041	    312	    289	      3.46	  1.26e+09
     1042	    306	    291	      3.61	  1.29e+09
     1043	    304	    341	      3.16	  2.37e+09
     1044	    299	    338	      2.45	   2.2e+09
     1045	    257	    292	      2.65	  2.42e+09
     1046	    291	    279	      4.36	  1.13e+09
     1047	    328	    344	      3.46	  1.07e+09
     1048	    322	    343	         3	  3.08e+09
     1049	    331	    294	         3	  2.22e+09
     1050	    345	    290	      2.45	  1.98e+09
     1051	    360	    472	      12.4	  5.56e+08
     1052	    220	    488	      13.8	  3.39e+08
     1053	    239	    493	      26.7	  3.83e+08
     1054	    274	    370	      5.66	  1.68e+09
     1055	    198	    488	      5.66	  4.94e+08
     1056	    182	    518	      30.5	  3.05e+08
     1057	    192	    485	        10	  4.02e+08
     1058	    248	    404	      5.92	  6.13e+08
     1059	    330	    603	      9.95	  5.68e+08
     1060	    458	    136	      2.65	  9.31e+08
     1061	    484	    467	       5.2	  7.08e+08
     1062	    486	    460	       5.1	  7.36e+08
     1063	    491	    461	      5.29	  7.29e+08
     1064	    411	    252	      4.69	   6.1e+08
     1065	    412	    258	      7.94	  5.11e+08
     1066	    398	    267	       4.9	  6.53e+08
     1067	    389	    266	      2.45	  1.33e+09
     1068	    302	    313	      2.45	   2.4e+09
     1069	    302	    318	      3.16	  2.64e+09
     1070	    333	    323	      3.32	  3.02e+09
     1071	    286	    393	       5.1	   5.7e+08
     1072	    285	    398	      7.14	  5.14e+08
     1073	    277	    397	      5.74	  6.87e+08
     1074	    283	    391	      3.74	  7.47e+08
     1075	    557	    611	      8.37	  6.57e+08
     1076	    432	    612	      6.78	   6.4e+08
     1077	    475	    147	      3.46	  9.74e+08
     1078	    470	    150	      4.36	   1.3e+09
     1079	    458	    149	      4.58	  1.45e+09
     1080	    427	    149	      3.32	  1.21e+09
     1081	    426	    145	      3.74	  6.43e+08
     1082	    429	    145	      3.32	  7.85e+08
     1083	    443	    134	      4.36	  4.33e+08
     1084	    437	    134	      4.69	  3.31e+08
     1085	    476	    159	      3.74	  5.79e+08
     1086	    474	    153	      4.12	   1.1e+09
     1087	    539	    446	      11.4	  6.78e+08
     1088	    527	    460	         8	  6.98e+08
     1089	    480	    458	      6.24	   7.2e+08
     1090	    478	    463	      5.57	  7.17e+08
     1091	    515	    438	      7.87	  7.25e+08
     1092	    492	    456	      5.48	  7.44e+08
     1093	    485	    452	      7.28	  7.09e+08
     1094	    488	    444	      8.83	  6.89e+08
     1095	    420	    153	         3	  1.11e+09
     1096	    416	    153	      2.65	  9.54e+08
     1097	    405	    216	      6.32	  1.15e+09
     1098	    362	    195	       5.1	  6.39e+08
     1099	    360	    189	      3.87	  4.39e+08
     1100	    342	    265	      2.65	  1.61e+09
     1101	    341	    261	      3.87	  1.27e+09
     1102	    298	    253	      3.74	  1.07e+09
     1103	    293	    250	      2.83	  1.03e+09
     1104	    307	    227	       4.9	  2.62e+08
     1105	    311	    225	      4.24	  2.67e+08
     1106	    356	    195	      4.12	  6.72e+08
     1107	    352	    195	      4.47	   3.7e+08
     1108	    287	    251	      3.61	   5.8e+08
     1109	    282	    255	      3.74	  5.58e+08
     1110	    282	    249	      4.36	  3.09e+08
     1111	    386	    281	      3.74	  8.25e+08
     1112	    372	    274	      3.32	  1.93e+09
     1113	    369	    278	      2.45	   1.9e+09
     1114	    365	    283	      3.87	  2.13e+09
     1115	    351	    268	         3	  2.42e+09
     1116	    348	    272	      2.65	  2.34e+09
     1117	    346	    267	      2.83	  2.08e+09
     1118	    356	    250	         3	  1.22e+09
     1119	    366	    254	      2.45	  1.74e+09
     1120	    378	    241	      2.83	  1.55e+09
     1121	    379	    245	      4.36	  1.27e+09
     1122	    368	    240	      3.46	  1.31e+09
     1123	    391	    221	      4.24	  1.21e+09
     1124	    322	    281	      2.83	  1.43e+09
     1125	    317	    278	         3	  1.27e+09
     1126	    317	    306	      2.83	  2.83e+09
     1127	    313	    309	      3.16	  3.06e+09
     1128	    310	    309	      3.16	  2.85e+09
     1129	    307	    309	         3	  2.64e+09
     1130	    301	    292	      3.87	  1.22e+09
     1131	    296	    292	       4.8	  1.18e+09
     1132	    311	    276	      3.61	  1.11e+09
     1133	    305	    275	      4.24	  1.01e+09
     1134	    314	    326	      3.32	   2.4e+09
     1135	    310	    347	         3	  2.47e+09
     1136	    307	    345	      2.45	  2.01e+09
     1137	    295	    335	      2.83	  2.66e+09
     1138	    304	    321	      2.83	  2.85e+09
     1139	    288	    351	      3.32	     2e+09
     1140	    246	    311	      2.45	  1.95e+09
     1141	    245	    300	      2.83	   1.7e+09
     1142	    251	    280	      3.87	  4.03e+08
     1143	    252	    285	      3.16	  8.29e+08
     1144	    247	    283	      3.32	  3.93e+08
     1145	    266	    276	      2.83	  1.39e+09
     1146	    265	    280	      3.16	  2.18e+09
     1147	    260	    277	      3.32	  8.28e+08
     1148	    263	    274	      3.32	  8.25e+08
     1149	    276	    270	         3	  1.69e+09
     1150	    272	    275	      3.32	  1.97e+09
     1151	    273	    269	      2.45	  1.49e+09
     1152	    239	    300	      3.16	  8.41e+08
     1153	    234	    310	      3.46	   9.9e+08
     1154	    314	    349	      2.24	  3.53e+09
     1155	    321	    325	      3.32	  3.02e+09
     1156	    317	    328	      3.46	  2.91e+09
     1157	    328	    325	      3.32	  2.59e+09
     1158	    324	    325	         3	  2.66e+09
     1159	    330	    307	      2.65	  2.22e+09
     1160	    321	    307	      3.46	  2.44e+09
     1161	    325	    283	      3.32	  1.78e+09
     1162	    363	    288	         3	  2.42e+09
     1163	    360	    294	      2.45	  2.83e+09
     1164	    357	    299	         3	     3e+09
     1165	    345	    278	      3.16	   2.2e+09
     1166	    266	    380	      3.61	  1.46e+09
     1167	    289	    363	      2.24	   1.4e+09
     1168	    293	    363	      2.65	  1.58e+09
     1169	    264	    377	      4.47	  1.54e+09
     1170	    255	    379	       4.8	  1.32e+09
     1171	    254	    349	      6.86	  1.12e+09
     1172	    258	    396	      4.69	  6.71e+08
     1173	    209	    349	       4.8	  5.08e+08
     1174	    321	    599	       9.9	  5.76e+08
     1175	    398	    180	      6.24	  6.19e+08
     1176	    330	    226	      5.39	  6.98e+08
     1177	    337	    216	      4.69	  7.05e+08
     1178	    331	    211	      3.61	   3.2e+08
     1179	    346	    322	         4	   1.2e+09
     1180	    271	    593	      21.1	  4.95e+08
     1181	    397	    613	        11	  6.27e+08
     1182	    534	    596	        12	  6.74e+08
     1183	    442	    144	         4	  1.38e+09
     1184	    448	    145	      3.74	  1.37e+09
     1185	    637	    332	      16.7	  5.26e+08
     1186	    462	    201	      10.1	  4.21e+08
     1187	    471	    226	      21.8	  3.99e+08
     1188	    445	    204	      5.66	  8.21e+08
     1189	    551	    357	      28.3	  6.36e+08
     1190	    397	    199	      8.31	  7.37e+08
     1191	    302	    246	      3.87	  9.73e+08
     1192	    302	    243	      3.61	  9.77e+08
     1193	    297	    240	      3.32	  3.35e+08
     1194	    299	    238	         3	  3.87e+08
     1195	    301	    236	      3.32	  3.82e+08
     1196	    417	    229	      5.29	  1.02e+09
     1197	    423	    239	      6.71	  5.24e+08
     1198	    415	    236	         5	  8.56e+08
     1199	    364	    262	         3	  1.54e+09
     1200	    363	    272	      4.12	  1.98e+09
     1201	    357	    275	      2.45	  1.66e+09
     1202	    356	    269	      3.16	  1.78e+09
     1203	    354	    265	      3.32	  2.18e+09
     1204	    352	    259	      2.45	  1.72e+09
     1205	    356	    259	         2	  1.93e+09
     1206	    363	    261	      2.45	  1.67e+09
     1207	    358	    261	      2.45	  1.97e+09
     1208	    385	    235	       4.8	   1.3e+09
     1209	    381	    240	         4	  1.31e+09
     1210	    320	    293	      3.16	  2.27e+09
     1211	    317	    295	      2.83	   2.1e+09
     1212	    314	    292	      3.46	  1.54e+09
     1213	    316	    289	      3.46	  1.46e+09
     1214	    314	    296	         3	  2.09e+09
     1215	    304	    293	      2.65	  1.42e+09
     1216	    313	    286	      3.46	  1.25e+09
     1217	    312	    336	      3.16	  2.56e+09
     1218	    307	    341	      3.46	  2.24e+09
     1219	    303	    343	      2.83	  2.32e+09
     1220	    297	    338	         2	  2.45e+09
     1221	    300	    335	      3.16	  2.45e+09
     1222	    305	    337	      3.46	  2.39e+09
     1223	    263	    291	      3.74	  1.73e+09
     1224	    264	    293	      2.83	  1.38e+09
     1225	    255	    291	      3.32	  2.09e+09
     1226	    257	    288	      2.83	  2.05e+09
     1227	    261	    285	      3.61	  2.23e+09
     1228	    290	    284	      3.61	   1.2e+09
     1229	    218	    326	      2.83	  5.37e+08
     1230	    218	    323	         4	  4.71e+08
     1231	    321	    346	      3.16	  2.08e+09
     1232	    320	    342	      2.45	  3.63e+09
     1233	    315	    338	      2.65	  2.43e+09
     1234	    324	    336	      2.45	  3.78e+09
     1235	    320	    336	      3.61	  2.87e+09
     1236	    329	    341	      2.65	  1.31e+09
     1237	    327	    336	      2.45	  3.87e+09
     1238	    330	    299	      3.32	  2.27e+09
     1239	    329	    296	      2.83	  2.29e+09
     1240	    326	    298	      3.16	  2.28e+09
     1241	    323	    295	         3	  2.91e+09
     1242	    327	    292	      3.16	  2.76e+09
     1243	    331	    291	      3.16	  2.34e+09
     1244	    337	    292	         3	  2.14e+09
     1245	    348	    291	         3	  2.47e+09
     1246	    352	    292	      3.16	  2.76e+09
     1247	    343	    296	      2.83	  2.44e+09
     1248	    339	    293	         3	  2.03e+09
     1249	    343	    288	      2.45	  1.95e+09
     1250	    351	    285	      1.73	  2.04e+09
     1251	    351	    288	      2.83	  2.48e+09
     1252	    347	    288	      2.83	   2.1e+09
     1253	    234	    424	      4.12	  6.01e+08
     1254	    233	    420	      5.29	  7.74e+08
     1255	    246	    423	      9.06	   4.4e+08
     1256	    237	    418	      5.39	  6.75e+08
     1257	    233	    413	         7	  7.49e+08
     1258	    244	    417	      6.86	  4.99e+08
     1259	    265	    366	       6.4	  1.58e+09
     1260	    247	    409	      6.48	   5.7e+08
     1261	    245	    412	      5.92	  5.64e+08
     1262	    233	    395	      6.86	  7.02e+08
     1263	    245	    396	      4.58	  9.68e+08
     1264	    465	    129	       4.9	  3.84e+08
