
*** Voronoi Diagram Neighbours k = 774 ***
Seed	Neighbours
N774(600)	{ 329 557 131 601 132 328 }
N774(601)	{ 600 328 602 132 463 148 }
N774(602)	{ 462 133 149 599 132 601 463 148 }
N774(603)	{ 604 228 608 229 116 }
N774(604)	{ 228 603 229 729 605 262 }
N774(605)	{ 229 604 734 729 606 }
N774(606)	{ 229 607 734 605 733 }
N774(607)	{ 715 229 716 230 733 42 606 }
N774(608)	{ 603 116 715 714 229 }
N774(609)	{ 333 356 357 768 610 767 }
N774(610)	{ 356 191 768 611 609 }
N774(611)	{ 191 190 768 612 610 }
N774(612)	{ 618 656 190 590 768 613 611 }
N774(613)	{ 618 768 612 769 637 614 }
N774(614)	{ 768 613 769 771 770 767 }
N774(615)	{ 256 435 622 436 350 594 }
N774(616)	{ 51 576 578 575 300 275 }
N774(617)	{ 578 577 681 275 92 }
N774(618)	{ 612 613 638 637 590 }
N774(619)	{ 585 587 93 620 588 589 }
N774(620)	{ 619 638 589 639 588 621 }
N774(621)	{ 638 620 639 641 637 640 }
N774(622)	{ 257 436 350 615 594 }
N774(623)	{ 624 382 626 127 383 }
N774(624)	{ 123 265 382 127 623 }
N774(625)	{ 265 126 583 584 626 127 266 }
N774(626)	{ 127 623 625 383 290 266 }
N774(627)	{ 665 628 667 664 666 }
N774(628)	{ 178 665 512 666 627 629 }
N774(629)	{ 178 657 650 666 630 628 }
N774(630)	{ 332 657 190 666 631 629 }
N774(631)	{ 630 666 724 332 667 }
N774(632)	{ 550 634 244 685 343 55 }
N774(633)	{ 244 250 245 56 549 }
N774(634)	{ 244 632 250 343 75 344 }
N774(635)	{ 540 37 33 136 541 }
N774(636)	{ 540 543 37 129 135 12 }
N774(637)	{ 638 618 621 769 641 613 }
N774(638)	{ 621 620 637 589 590 618 }
N774(639)	{ 620 588 203 202 640 621 167 }
N774(640)	{ 639 167 151 641 621 210 }
N774(641)	{ 621 640 769 637 210 }
N774(642)	{ 744 745 649 643 }
N774(643)	{ 744 323 745 642 644 }
N774(644)	{ 323 645 322 745 3 643 }
N774(645)	{ 644 3 322 241 173 41 42 }
N774(646)	{ 3 241 723 647 664 }
N774(647)	{ 330 331 723 691 646 746 3 648 }
N774(648)	{ 330 746 647 747 335 649 }
N774(649)	{ 642 746 745 648 748 744 747 }
N774(650)	{ 651 178 657 629 189 }
N774(651)	{ 650 178 652 189 177 }
N774(652)	{ 651 177 510 653 189 469 }
N774(653)	{ 652 469 4 655 189 654 }
N774(654)	{ 4 655 653 586 }
N774(655)	{ 653 586 654 656 189 585 }
N774(656)	{ 655 189 585 190 612 590 }
N774(657)	{ 650 629 189 630 190 }
N774(658)	{ 659 701 306 758 444 663 }
N774(659)	{ 306 307 308 660 663 661 658 }
N774(660)	{ 309 308 661 393 659 }
N774(661)	{ 393 660 2 663 659 662 }
N774(662)	{ 2 661 663 760 759 394 }
N774(663)	{ 661 659 658 759 758 662 }
N774(664)	{ 241 665 187 627 723 646 667 }
N774(665)	{ 627 628 664 512 187 }
N774(666)	{ 630 629 628 667 627 631 }
N774(667)	{ 627 666 723 664 724 631 692 }
N774(668)	{ 353 313 669 311 43 }
N774(669)	{ 272 311 668 670 43 595 }
N774(670)	{ 669 595 478 671 43 597 }
N774(671)	{ 353 312 43 390 486 477 597 670 }
N774(672)	{ 674 73 673 721 720 185 }
N774(673)	{ 396 674 395 720 82 672 }
N774(674)	{ 395 672 673 675 73 559 }
N774(675)	{ 73 186 674 207 274 558 559 }
N774(676)	{ 216 408 677 217 8 }
N774(677)	{ 676 8 6 679 678 217 }
N774(678)	{ 491 6 679 141 677 }
N774(679)	{ 141 678 677 680 140 217 }
N774(680)	{ 375 220 140 215 216 217 679 }
N774(681)	{ 417 301 276 275 617 92 }
N774(682)	{ 473 235 579 580 683 123 474 }
N774(683)	{ 123 381 682 475 474 }
N774(684)	{ 574 34 55 686 685 45 }
N774(685)	{ 343 632 55 686 74 684 }
N774(686)	{ 74 193 685 45 684 }
N774(687)	{ 99 688 690 689 161 }
N774(688)	{ 363 83 99 689 162 687 }
N774(689)	{ 87 162 688 690 237 687 }
N774(690)	{ 689 237 687 165 161 }
N774(691)	{ 693 331 723 647 692 }
N774(692)	{ 723 691 667 725 724 693 }
N774(693)	{ 355 691 331 725 692 192 }
N774(694)	{ 695 53 698 81 397 }
N774(695)	{ 398 14 397 52 53 694 }
N774(696)	{ 398 697 397 699 9 399 }
N774(697)	{ 696 395 9 698 396 397 }
N774(698)	{ 396 82 697 81 694 397 }
N774(699)	{ 530 9 696 700 399 531 }
N774(700)	{ 399 699 701 531 306 }
N774(701)	{ 444 658 306 700 702 443 531 }
N774(702)	{ 443 523 701 522 703 532 531 }
N774(703)	{ 702 531 751 532 704 }
N774(704)	{ 531 530 529 751 703 750 }
N774(705)	{ 340 706 709 341 708 }
N774(706)	{ 285 482 483 340 138 708 707 705 }
N774(707)	{ 138 466 708 706 175 }
N774(708)	{ 707 706 175 709 705 174 }
N774(709)	{ 705 341 708 41 174 }
N774(710)	{ 109 198 711 200 199 }
N774(711)	{ 710 199 110 712 200 366 }
N774(712)	{ 200 201 711 90 366 }
N774(713)	{ 231 714 116 717 230 320 }
N774(714)	{ 116 713 715 230 608 }
N774(715)	{ 230 607 714 229 608 }
N774(716)	{ 607 42 322 717 230 321 }
N774(717)	{ 230 713 716 320 117 321 }
N774(718)	{ 160 206 402 722 185 719 }
N774(719)	{ 54 403 402 722 405 718 }
N774(720)	{ 82 673 721 405 672 }
N774(721)	{ 720 672 722 405 185 }
N774(722)	{ 721 405 185 719 718 }
N774(723)	{ 691 647 692 646 664 667 }
N774(724)	{ 631 667 725 692 332 }
N774(725)	{ 692 724 693 332 192 }
N774(726)	{ 234 728 212 235 }
N774(727)	{ 728 372 756 373 212 }
N774(728)	{ 212 726 727 235 591 317 372 }
N774(729)	{ 604 730 262 734 261 605 }
N774(730)	{ 729 38 262 731 261 260 }
N774(731)	{ 730 497 260 732 261 496 }
N774(732)	{ 731 496 501 734 261 733 }
N774(733)	{ 501 42 607 734 732 606 }
N774(734)	{ 261 729 732 605 606 733 }
N774(735)	{ 69 170 736 428 739 44 502 }
N774(736)	{ 735 428 737 537 502 }
N774(737)	{ 537 736 738 536 502 }
N774(738)	{ 737 536 70 739 503 502 }
N774(739)	{ 504 503 44 738 502 735 }
N774(740)	{ 273 488 299 434 }
N774(741)	{ 521 4 103 102 742 429 520 }
N774(742)	{ 429 741 520 743 430 519 }
N774(743)	{ 430 565 742 142 518 519 }
N774(744)	{ 642 643 323 440 555 748 649 13 }
N774(745)	{ 642 644 643 746 649 3 }
N774(746)	{ 745 649 3 648 647 }
N774(747)	{ 648 335 399 748 649 14 }
N774(748)	{ 744 649 13 747 14 }
N774(749)	{ 208 423 26 45 574 }
N774(750)	{ 529 751 704 754 400 562 }
N774(751)	{ 703 532 704 400 750 }
N774(752)	{ 532 533 754 400 753 }
N774(753)	{ 533 255 448 754 752 563 }
N774(754)	{ 750 400 562 752 753 563 }
N774(755)	{ 210 151 756 514 211 }
N774(756)	{ 370 373 514 727 212 63 211 755 }
N774(757)	{ 444 758 761 524 759 }
N774(758)	{ 444 658 759 757 663 }
N774(759)	{ 758 663 662 761 757 760 }
N774(760)	{ 662 453 394 761 445 759 }
N774(761)	{ 525 524 445 757 759 760 }
N774(762)	{ 286 346 106 763 287 347 }
N774(763)	{ 287 288 762 388 50 347 }
N774(764)	{ 120 86 459 487 5 }
N774(765)	{ 70 477 71 159 766 460 486 }
N774(766)	{ 459 121 5 460 765 486 }
N774(767)	{ 768 609 771 614 357 }
N774(768)	{ 613 612 614 611 610 609 767 }
N774(769)	{ 641 637 613 770 614 210 }
N774(770)	{ 769 214 210 771 614 209 }
N774(771)	{ 770 614 209 767 357 358 }
N774(772)	{ 264 381 378 773 384 385 }
N774(773)	{ 415 414 384 385 772 }
N774(774)	{ 19 76 59 75 74 193 }
